election_date,state,county_name,jurisdiction,jurisdiction_type,precinct_id,precinct_name,polling_place_id,location_type,name,address,notes,source,source_date,source_notes
2020-11-03,WI,Adams,Adams | CITY OF ADAMS,municipality,3,CITY OF ADAMS - Ward 3,,,ADAMS CITY HALL,"101 N MAIN ST, ADAMS, WI 53910-9805",,ORR,2020-10-21,
2020-11-03,WI,Adams,Adams | CITY OF ADAMS,municipality,1,CITY OF ADAMS - Ward 1,,,ADAMS CITY HALL,"101 N MAIN ST, ADAMS, WI 53910-9805",,ORR,2020-10-21,
2020-11-03,WI,Adams,Adams | CITY OF ADAMS,municipality,4,CITY OF ADAMS - Ward 4,,,ADAMS CITY HALL,"101 N MAIN ST, ADAMS, WI 53910-9805",,ORR,2020-10-21,
2020-11-03,WI,Adams,Adams | CITY OF ADAMS,municipality,2,CITY OF ADAMS - Ward 2,,,ADAMS CITY HALL,"101 N MAIN ST, ADAMS, WI 53910-9805",,ORR,2020-10-21,
2020-11-03,WI,Adams,Adams | CITY OF WISCONSIN DELLS,municipality,5,CITY OF WISCONSIN DELLS - Ward 5,,,WISCONSIN DELLS MUNICIPAL BUILDING,"300 LA CROSSE ST, WISCONSIN DELLS, WI 53965-1568",,ORR,2020-10-21,
2020-11-03,WI,Adams,Adams | CITY OF WISCONSIN DELLS,municipality,9,CITY OF WISCONSIN DELLS - Ward 9,,,WISCONSIN DELLS MUNICIPAL BUILDING,"300 LA CROSSE ST, WISCONSIN DELLS, WI 53965-1568",,ORR,2020-10-21,
2020-11-03,WI,Adams,Adams | TOWN OF Adams,municipality,3,TOWN OF Adams - Ward 3,,,ADAMS TOWN HALL,"1980 11TH AVE, FRIENDSHIP, WI 53934-9005",,ORR,2020-10-21,
2020-11-03,WI,Adams,Adams | TOWN OF Adams,municipality,1,TOWN OF Adams - Ward 1,,,ADAMS TOWN HALL,"1980 11TH AVE, FRIENDSHIP, WI 53934-9005",,ORR,2020-10-21,
2020-11-03,WI,Adams,Adams | TOWN OF Adams,municipality,2,TOWN OF Adams - Ward 2,,,ADAMS TOWN HALL,"1980 11TH AVE, FRIENDSHIP, WI 53934-9005",,ORR,2020-10-21,
2020-11-03,WI,Adams,Adams | TOWN OF Big Flats,municipality,1,TOWN OF Big Flats - Ward 1,,,BIG FLATS TOWN HALL,"1104 COUNTY ROAD C, ARKDALE, WI 54613-9728",,ORR,2020-10-21,
2020-11-03,WI,Adams,Adams | TOWN OF Big Flats,municipality,2,TOWN OF Big Flats - Ward 2,,,BIG FLATS TOWN HALL,"1104 COUNTY ROAD C, ARKDALE, WI 54613-9728",,ORR,2020-10-21,
2020-11-03,WI,Adams,Adams | TOWN OF Colburn,municipality,1,TOWN OF Colburn - Ward 1,,,COLBURN TOWN HALL,"198 COUNTY ROAD C, HANCOCK, WI 54943",,ORR,2020-10-21,
2020-11-03,WI,Adams,Adams | TOWN OF Dell Prairie,municipality,3,TOWN OF Dell Prairie - Ward 3,,,DELL PRAIRIE TOWN HALL,"763 COUNTY ROAD K, WISCONSIN DELLS, WI 53965-8981",,ORR,2020-10-21,
2020-11-03,WI,Adams,Adams | TOWN OF Dell Prairie,municipality,1,TOWN OF Dell Prairie - Ward 1,,,DELL PRAIRIE TOWN HALL,"763 COUNTY ROAD K, WISCONSIN DELLS, WI 53965-8981",,ORR,2020-10-21,
2020-11-03,WI,Adams,Adams | TOWN OF Dell Prairie,municipality,2,TOWN OF Dell Prairie - Ward 2,,,DELL PRAIRIE TOWN HALL,"763 COUNTY ROAD K, WISCONSIN DELLS, WI 53965-8981",,ORR,2020-10-21,
2020-11-03,WI,Adams,Adams | TOWN OF Easton,municipality,1,TOWN OF Easton - Ward 1,,,EASTON TOWN HALL,"1163 COUNTY ROAD A, ADAMS, WI 53910-9784",,ORR,2020-10-21,
2020-11-03,WI,Adams,Adams | TOWN OF Easton,municipality,2,TOWN OF Easton - Ward 2,,,EASTON TOWN HALL,"1163 COUNTY ROAD A, ADAMS, WI 53910-9784",,ORR,2020-10-21,
2020-11-03,WI,Adams,Adams | TOWN OF Jackson,municipality,1,TOWN OF Jackson - Ward 1,,,JACKSON TOWN HALL,"398 STATE ROAD 82, OXFORD, WI 53952",,ORR,2020-10-21,
2020-11-03,WI,Adams,Adams | TOWN OF Jackson,municipality,2,TOWN OF Jackson - Ward 2,,,JACKSON TOWN HALL,"398 STATE ROAD 82, OXFORD, WI 53952",,ORR,2020-10-21,
2020-11-03,WI,Adams,Adams | TOWN OF Leola,municipality,1,TOWN OF Leola - Ward 1,,,PONDEROSA PINES,"287 STATE ROAD 73, PLAINFIELD, WI 54966",,ORR,2020-10-21,
2020-11-03,WI,Adams,Adams | TOWN OF Lincoln,municipality,1,TOWN OF Lincoln - Ward 1,,,LINCOLN TOWN HALL,"2181 COUNTY ROAD G, GRAND MARSH, WI 53936-9641",,ORR,2020-10-21,
2020-11-03,WI,Adams,Adams | TOWN OF MONROE,municipality,1,TOWN OF MONROE - Ward 1,,,MONROE TOWN HALL,"981 COUNTY ROAD Z, ARKDALE, WI 54613-7701",,ORR,2020-10-21,
2020-11-03,WI,Adams,Adams | TOWN OF NEW CHESTER,municipality,3,TOWN OF NEW CHESTER - Ward 3,,,NEW CHESTER TOWN HALL,"629 MASON ST, GRAND MARSH, WI 53936-9576",,ORR,2020-10-21,
2020-11-03,WI,Adams,Adams | TOWN OF NEW CHESTER,municipality,1,TOWN OF NEW CHESTER - Ward 1,,,NEW CHESTER TOWN HALL,"629 MASON ST, GRAND MARSH, WI 53936-9576",,ORR,2020-10-21,
2020-11-03,WI,Adams,Adams | TOWN OF NEW CHESTER,municipality,2,TOWN OF NEW CHESTER - Ward 2,,,NEW CHESTER TOWN HALL,"629 MASON ST, GRAND MARSH, WI 53936-9576",,ORR,2020-10-21,
2020-11-03,WI,Adams,Adams | TOWN OF NEW HAVEN,municipality,1,TOWN OF NEW HAVEN - Ward 1,,,NEW HAVEN TOWN HALL,"330 GOLDEN CT, WISCONSIN DELLS, WI 53965-8616",,ORR,2020-10-21,
2020-11-03,WI,Adams,Adams | TOWN OF PRESTON,municipality,1,TOWN OF PRESTON - Ward 1,,,PRESTON TOWN HALL,"1801 11TH AVE, FRIENDSHIP, WI 53934",,ORR,2020-10-21,
2020-11-03,WI,Adams,Adams | TOWN OF PRESTON,municipality,2,TOWN OF PRESTON - Ward 2,,,PRESTON TOWN HALL,"1801 11TH AVE, FRIENDSHIP, WI 53934",,ORR,2020-10-21,
2020-11-03,WI,Adams,Adams | TOWN OF QUINCY,municipality,3,TOWN OF QUINCY - Ward 3,,,QUINCY TOWN HALL,"2599 COUNTY ROAD Z, FRIENDSHIP, WI 53934-9617",,ORR,2020-10-21,
2020-11-03,WI,Adams,Adams | TOWN OF QUINCY,municipality,1,TOWN OF QUINCY - Ward 1,,,QUINCY TOWN HALL,"2599 COUNTY ROAD Z, FRIENDSHIP, WI 53934-9617",,ORR,2020-10-21,
2020-11-03,WI,Adams,Adams | TOWN OF QUINCY,municipality,2,TOWN OF QUINCY - Ward 2,,,QUINCY TOWN HALL,"2599 COUNTY ROAD Z, FRIENDSHIP, WI 53934-9617",,ORR,2020-10-21,
2020-11-03,WI,Adams,Adams | TOWN OF RICHFIELD,municipality,1,TOWN OF RICHFIELD - Ward 1,,,RICHFIELD TOWN HALL,"1602 COUNTY ROAD G, COLOMA, WI 54930",,ORR,2020-10-21,
2020-11-03,WI,Adams,Adams | TOWN OF ROME,municipality,3,TOWN OF ROME - Ward 3,,,ROME MUNICIPAL BUILDING,"1156 ALPINE DR, NEKOOSA, WI 54457-8616",,ORR,2020-10-21,
2020-11-03,WI,Adams,Adams | TOWN OF ROME,municipality,1,TOWN OF ROME - Ward 1,,,ROME MUNICIPAL BUILDING,"1156 ALPINE DR, NEKOOSA, WI 54457-8616",,ORR,2020-10-21,
2020-11-03,WI,Adams,Adams | TOWN OF ROME,municipality,4,TOWN OF ROME - Ward 4,,,ROME MUNICIPAL BUILDING,"1156 ALPINE DR, NEKOOSA, WI 54457-8616",,ORR,2020-10-21,
2020-11-03,WI,Adams,Adams | TOWN OF ROME,municipality,5,TOWN OF ROME - Ward 5,,,ROME MUNICIPAL BUILDING,"1156 ALPINE DR, NEKOOSA, WI 54457-8616",,ORR,2020-10-21,
2020-11-03,WI,Adams,Adams | TOWN OF ROME,municipality,2,TOWN OF ROME - Ward 2,,,ROME MUNICIPAL BUILDING,"1156 ALPINE DR, NEKOOSA, WI 54457-8616",,ORR,2020-10-21,
2020-11-03,WI,Adams,Adams | TOWN OF SPRINGVILLE,municipality,1,TOWN OF SPRINGVILLE - Ward 1,,,Springville Townhall,"3143 STATE HIGHWAY 13, WISCONSIN DELLS, WI 53965",,ORR,2020-10-21,
2020-11-03,WI,Adams,Adams | TOWN OF SPRINGVILLE,municipality,2,TOWN OF SPRINGVILLE - Ward 2,,,Springville Townhall,"3143 STATE HIGHWAY 13, WISCONSIN DELLS, WI 53965",,ORR,2020-10-21,
2020-11-03,WI,Adams,Adams | TOWN OF STRONGS PRAIRIE,municipality,3,TOWN OF STRONGS PRAIRIE - Ward 3,,,STRONGS PRAIRIE TOWN HALL,"1588 STATE HWY 21, ARKDALE, WI 54613",,ORR,2020-10-21,
2020-11-03,WI,Adams,Adams | TOWN OF STRONGS PRAIRIE,municipality,1,TOWN OF STRONGS PRAIRIE - Ward 1,,,STRONGS PRAIRIE TOWN HALL,"1588 STATE HWY 21, ARKDALE, WI 54613",,ORR,2020-10-21,
2020-11-03,WI,Adams,Adams | TOWN OF STRONGS PRAIRIE,municipality,2,TOWN OF STRONGS PRAIRIE - Ward 2,,,STRONGS PRAIRIE TOWN HALL,"1588 STATE HWY 21, ARKDALE, WI 54613",,ORR,2020-10-21,
2020-11-03,WI,Adams,Adams | VILLAGE OF FRIENDSHIP,municipality,1,VILLAGE OF FRIENDSHIP - Ward 1,,,Friendship Village Municipal Hall,"507 W LAKE ST, FRIENDSHIP, WI 53934-9301",,ORR,2020-10-21,
2020-11-03,WI,Ashland,Ashland | CITY OF ASHLAND,municipality,3,CITY OF ASHLAND - Ward 3,,,WISCONSIN INDIANHEAD TECHNICAL COLLEGE-ASHLAND,"2100 BEASER AVE, ASHLAND, WI 54806",,ORR,2020-10-21,
2020-11-03,WI,Ashland,Ashland | CITY OF ASHLAND,municipality,1,CITY OF ASHLAND - Ward 1,,,WISCONSIN INDIANHEAD TECHNICAL COLLEGE-ASHLAND,"2100 BEASER AVE, ASHLAND, WI 54806",,ORR,2020-10-21,
2020-11-03,WI,Ashland,Ashland | CITY OF ASHLAND,municipality,4,CITY OF ASHLAND - Ward 4,,,WISCONSIN INDIANHEAD TECHNICAL COLLEGE-ASHLAND,"2100 BEASER AVE, ASHLAND, WI 54806",,ORR,2020-10-21,
2020-11-03,WI,Ashland,Ashland | CITY OF ASHLAND,municipality,5,CITY OF ASHLAND - Ward 5,,,WISCONSIN INDIANHEAD TECHNICAL COLLEGE-ASHLAND,"2100 BEASER AVE, ASHLAND, WI 54806",,ORR,2020-10-21,
2020-11-03,WI,Ashland,Ashland | CITY OF ASHLAND,municipality,2,CITY OF ASHLAND - Ward 2,,,WISCONSIN INDIANHEAD TECHNICAL COLLEGE-ASHLAND,"2100 BEASER AVE, ASHLAND, WI 54806",,ORR,2020-10-21,
2020-11-03,WI,Ashland,Ashland | CITY OF ASHLAND,municipality,10,CITY OF ASHLAND - Ward 10,,,BRETTING COMMUNITY CENTER,"400 4TH AVE W, ASHLAND, WI 54806-1565",,ORR,2020-10-21,
2020-11-03,WI,Ashland,Ashland | CITY OF ASHLAND,municipality,7,CITY OF ASHLAND - Ward 7,,,BRETTING COMMUNITY CENTER,"400 4TH AVE W, ASHLAND, WI 54806-1565",,ORR,2020-10-21,
2020-11-03,WI,Ashland,Ashland | CITY OF ASHLAND,municipality,11,CITY OF ASHLAND - Ward 11,,,BRETTING COMMUNITY CENTER,"400 4TH AVE W, ASHLAND, WI 54806-1565",,ORR,2020-10-21,
2020-11-03,WI,Ashland,Ashland | CITY OF ASHLAND,municipality,9,CITY OF ASHLAND - Ward 9,,,BRETTING COMMUNITY CENTER,"400 4TH AVE W, ASHLAND, WI 54806-1565",,ORR,2020-10-21,
2020-11-03,WI,Ashland,Ashland | CITY OF ASHLAND,municipality,8,CITY OF ASHLAND - Ward 8,,,BRETTING COMMUNITY CENTER,"400 4TH AVE W, ASHLAND, WI 54806-1565",,ORR,2020-10-21,
2020-11-03,WI,Ashland,Ashland | CITY OF ASHLAND,municipality,6,CITY OF ASHLAND - Ward 6,,,BRETTING COMMUNITY CENTER,"400 4TH AVE W, ASHLAND, WI 54806-1565",,ORR,2020-10-21,
2020-11-03,WI,Ashland,Ashland | CITY OF MELLEN,municipality,1,CITY OF MELLEN - Ward 1,,,MELLEN LIBRARY/SENIOR CITIZEN CENTER,"106 IRON ST, MELLEN, WI 54546-9798",,ORR,2020-10-21,
2020-11-03,WI,Ashland,Ashland | TOWN OF AGENDA,municipality,1,TOWN OF AGENDA - Ward 1,,,AGENDA TOWN HALL,"13922 AGENDA RD, BUTTERNUT, WI 54514-8681",,ORR,2020-10-21,
2020-11-03,WI,Ashland,Ashland | TOWN OF ASHLAND,municipality,1,TOWN OF ASHLAND - Ward 1,,,ASHLAND TOWN HALL,"39227 STATE HIGHWAY 13, HIGH BRIDGE, WI 54846-3308",,ORR,2020-10-21,
