,,,,,,
,,,,,,
Madison,516,Sharon,520,PLEASANT GREEN M B CHURCH,"P O BOX 159, CANTON MS 39046",950
Madison,518,Canton Precinct 1,521,CATHOLIC PARISH CENTER,"238 E CENTER ST, CANTON MS 39046",2376
,,,,,,
Madison,520,Farmhaven,523,FARMHAVEN FIRE DEPT,"3806 HWY 16 E, CANTON MS 39046",1110
,,,,,,
Madison,522,Cedar Grove Baptist,525,CEDAR GROVE BAPTIST,"998 HIGHWAY 43 SOUTH, CANTON MS 39046",268
Madison,524,Pleasant Gift Baptist,526,PLEASANT GIFT BAPTIST CHURCH,"2055 PLEASANT GIFT RD, CANTON MS 39046",1153
,,,,,,
Madison,436,Grace Crossing,528,GRACE CROSSING,"P O BOX 973, CANTON MS 39046",3596
Marion,3467,National Guard,101,NATIONAL GUARD ARMORY,"1638 HWY 44, COLUMBIA MS 39429",1547
Marion,3468,Morris,102,MORRIS,"3471 HWY 44, COLUMBIA MS 39429",1679
Marion,3470,Union,104,UNION,"1580 LAMPTON HILLTOP RD, COLUMBIA MS 39429",326
Marion,3471,Popetown,201,POPETOWN,"150 INDUSTRIAL PARK RD, COLUMBIA MS 39429",1152
Marion,3472,Carley,202,CARLEY LODGE,"77 BUNKER HILL RD, COLUMBIA MS 39429",954
Marion,3473,Cedar Grove,203,CEDAR GROVE,"2363 HWY 13 NORTH, COLUMBIA MS 39429",527
Marion,3474,Goss,204,GOSS - TRI COMMUNITY FIRE DEPARTMENT,"3214 HWY 13 NORTH, COLUMBIA MS 39429",548
Marion,3475,Foxworth,301,FOXWORTH,"2191 HIGHWAY 586, FOXWORTH MS 39483",1213
Marion,3476,Morgantown,302,MORGANTOWN FIRE DEPARTMENT,"1464 HWY 587, FOXWORTH MS 39483",521
Marion,3477,Little Rock,303,LITTLE ROCK,"872 HWY 586, FOXWORTH MS 39483",602
Marion,3478,City Hall,304,CITY HALL,"201 SECOND ST, COLUMBIA MS 39429",413
Marion,3479,White Bluff,305,WHITE BLUFF,"920 RANCH RD, FOXWORTH MS 39483",93
Marion,3480,Darbun,306,DARBUN,"281 HIGHWAY 586, KOKOMO MS 39643",293
Marion,3481,Court House,401,COURT HOUSE,"500 COURT HOUSE SQUARE, COLUMBIA MS 39429",685
Marion,3482,Balls Mill,402,BALLS MILL,"883 OLD HWY 35 SOUTH, FOXWORTH MS 39843",718
Marion,3483,Kokomo,403,KOKOMO-SOUTH WEST FIRE DEPT. STATION 2,"700 BRANTON BAY RD, FOXWORTH MS 39483",736
Marion,3484,Pittman,404,PITTMAN-SOUTH WEST FIRE DEPT. STATION 1,"478 NEW HOPE CHURCH RD, FOXWORTH MS 39483",563
