state,jurisdiction_type,county_name,precinct_name,name,address
KY,county,,BRUSHY,MOREHEAD FIRE DEPT #2,3175 FLEMINGSBURG RD MOREHEAD KY 40351
KY,county,,PRECINCT 153 48 DISTRICT,FIRST BAPT CH OF PROSPECT,8911 US HIGHWAY 42 LOUISVILLE KY 40059
KY,county,,SALYERSVILLE WARD #2,COMMUNITY CENTER,CHURCH ST SALYERSVILLE KY 41465
KY,county,,PRECINCT 125 48 DISTRICT,FIRST BAPT CH OF PROSPECT,8911 US HIGHWAY 42 LOUISVILLE KY 40059
KY,county,,COURTHOUSE,MUHLENBERG SOUTH MIDDLE SCHOOL,200 PRITCHETT DR GREENVILLE KY 42345
KY,county,,PRECINCT 144 48 DISTRICT,FIRST BAPT CH OF PROSPECT,8911 US HIGHWAY 42 LOUISVILLE KY 40059
KY,county,,BULL RUN,BUTLER GYM,612 W MAIN ST PRINCETON KY 42445
KY,county,,PRECINCT 143 41 DISTRICT,DAWSON ORMAN EDUCATION CTR,900 S FLOYD ST LOUISVILLE KY 40203
KY,county,,PRECINCT 124 42 DISTRICT,DAWSON ORMAN EDUCATION CTR,900 S FLOYD ST LOUISVILLE KY 40203
KY,county,,OKALONA 16,DELMAR NAZARENE CH BASEMENT,4600 HWY 235 NANCY KY 42544
KY,county,,PRECINCT 111 41 DISTRICT,DAWSON ORMAN EDUCATION CTR,900 S FLOYD ST LOUISVILLE KY 40203
KY,county,,SAVOY,BILL BERRY'S BODY SHOP,1921 S HWY 25 W WILLIAMSBURG KY 40769
KY,county,,PRECINCT 124 37 DISTRICT,FAIRDALE CHRISTIAN CH GYM,9000 BROWN AUSTIN RD LOUISVILLE KY 40118
KY,county,,NEW IVYTOWN,COMMUNITY CENTER,CHURCH ST SALYERSVILLE KY 41465
KY,county,,PRECINCT 125 37 DISTRICT,FAIRDALE CHRISTIAN CH GYM,9000 BROWN AUSTIN RD LOUISVILLE KY 40118
KY,county,,PRECINCT 152 38 DISTRICT,FAIRDALE CHRISTIAN CH GYM,9000 BROWN AUSTIN RD LOUISVILLE KY 40118
KY,county,,BUTLER,BUTLER GYM,612 W MAIN ST PRINCETON KY 42445
KY,county,,PRECINCT 156 37 DISTRICT,FAIRDALE CHRISTIAN CH GYM,9000 BROWN AUSTIN RD LOUISVILLE KY 40118
KY,county,,PRECINCT 167 32 DISTRICT,OXMOOR COUNTRY CLUB,9000 LIMEHOUSE LN LOUISVILLE KY 40220
KY,county,,PARKER 9,AMERICAN LEGION,500 ENTERPRISE DR. SOMERSET KY 42501
KY,county,,PRECINCT 169 32 DISTRICT,OXMOOR COUNTRY CLUB,9000 LIMEHOUSE LN LOUISVILLE KY 40220
KY,county,,PRECINCT 101 31 DISTRICT,SAINT JOHN LUTHERAN CH,901 BRECKENRIDGE LN LOUISVILLE KY 40207
KY,county,,BRADLEY,COMMUNITY CENTER,CHURCH ST SALYERSVILLE KY 41465
KY,county,,PRECINCT 104 31 DISTRICT,SAINT JOHN LUTHERAN CH,901 BRECKENRIDGE LN LOUISVILLE KY 40207
KY,county,,PIKEVILLE HIGH SCHOOL,PIKEVILLE HIGH SCHOOL,120 CHAMPIONSHIP DR PIKEVILLE KY 41501
KY,county,,NAZARENE CHURCH,INTER-COUNTY ENERGY,1009 HUSTONVILLE RD DANVILLE KY 40422
KY,county,,DULANEY,BUTLER GYM,612 W MAIN ST PRINCETON KY 42445
KY,county,,PRECINCT 168 34 DISTRICT,SAINT JOHN LUTHERAN CH,901 BRECKENRIDGE LN LOUISVILLE KY 40207
KY,county,,CLARKS RUN,INTER-COUNTY ENERGY,1009 HUSTONVILLE RD DANVILLE KY 40422
KY,county,,GAMBLIN 37,TATEVILLE FIRE STATION,51 HOMESTEAD DR TATEVILLE KY 42558
KY,county,,PRECINCT 139 31 DISTRICT,CHRIST LUTHERAN CH,9212 TAYLORSVILLE RD LOUISVILLE KY 40221
KY,county,,BLUEGRASS,BOYLE CO FIRE DEPT STATION 1,1500 LEBANON RD DANVILLE KY 40422
KY,county,,BAYES,NORTH MAGOFFIN FIRE DEPARTMENT,COON CREEK RD SALYERSVILLE KY 41465
KY,county,,BOYLE CO HIGH SCHOOL,BOYLE FO FIRE DEPT STATION 1,1500 LEBANON RD DANVILLE KY 40422
KY,county,,NORTH CAMPBRANCH #9C,TAYLORSVILLE FIRE HOUSE,108 WATER ST TAYLORSVILLE KY 40071
KY,county,,WEST PERRYVILLE,PERRYVILLE BAPTIST CHURCH,204 E SECOND ST PERRYVILLE KY 40468
KY,county,,WARD'S CREEK,U K RESEARCH CENTER,SANDLICK RD PRINCETON KY 42445
KY,county,,W CENTRAL CITY,NATIONAL GUARD ARMORY,501 W EVERLY BROTHERS BLVD CENTRAL CITY KY 42330
KY,county,,PRECINCT 139 46 DISTRICT,AMVETS POST #61,9405 SMYRNA PKWY LOUISVILLE KY 40229
KY,county,,SHAKERTOWN,AMERICAN LEGION POST 46,45 SPEARS LANE DANVILLE KY 40422
KY,county,,HARRISON 17,FAUBUSH FIRE STATION,5600 HWY 196 NANCY KY 42544
KY,county,,PRECINCT 119 46 DISTRICT,AMVETS POST #61,9405 SMYRNA PKWY LOUISVILLE KY 40229
KY,county,,KENWOOD,RUSSELL CHRISTIAN CHURCH YOUTH CENTER,1402 KENWOOD DR RUSSELL KY 41169
KY,county,,STREAMLAND,AMERICAN LEGION POST 46,45 SPEARS LANE DANVILLE KY 40422
KY,county,,FLAT FORK,NORTH MAGOFFIN FIRE DEPTMENT,COON CREEK RD SALYERSVILLE KY 41465
KY,county,,SS. PETER&PAUL CATHOLIC C,SALVATION ARMY GYM,519 SOUTH FOURTH ST DANVILLE KY 40422
KY,county,,OLD SALEM,JEFFERSONVILLE COMMUNITY CENTER,225 KY HWY 213 JEFFERSONVILLE KY 40337
KY,county,,MOONLAKE,FIRE STATION-EMA OFFICE-BASEMENT,2200 CINCINNATI PKE GEORGETOWN KY 40324
KY,county,,JELLICO,BOSTON ELEMENTARY SCHOOL,3291 HWY 1804 WILLIAMSBURG KY 40769
KY,county,,COURT HOUSE,SALVATION ARMY GYM,519 SOUTH FOURTH ST DANVILLE KY 40422
KY,county,,WOFFORD,WOFFORD SCHOOL BUILDING,1321 HWY 26 WILLIAMSBURG KY 40769
KY,county,,COOL SPRINGS,JEWELL SCHROADER'S GARAGE,4621 ROCHESTER RD BEAVER DAM KY 42320
KY,county,,CENTRE COLLEGE,SALVATION ARMY GYM,519 SOUTH FOURTH ST DANVILLE KY 40422
KY,county,,PRICE 27,DABNEY FIRE STATION,5600 HWY 39 SOMERSET KY 42503
KY,county,,PRECINCT 142 41 DISTRICT,CHAPEL HOUSE,945 S 5TH ST LOUISVILLE KY 40203
KY,county,,PRECINCT 160 48 DISTRICT,WORTHINGTON FIRE STATION #1,9514 FEATHERBELL BLVD LOUISVILLE KY 40059
KY,county,,SALYERSVILLE WARD #1,SALYERSVILLE COURT HOUSE,E MAPLE ST SALYERSVILLE KY 41465
KY,county,,PRECINCT 138 31 DISTRICT,JEFFERSONTOWN HIGH SCH,9600 OLD SIX MILE LN LOUISVILLE KY 40221
KY,county,,WEST MT VERNON,MOUNT VERNON ELEMENTARY SCHOOL,530 WILLIAMS ST MOUNT VERNON KY 40456
KY,county,,PRECINCT 136 31 DISTRICT,JEFFERSONTOWN HIGH SCH,9600 OLD SIX MILE LN LOUISVILLE KY 40221
KY,county,,AIRPORT,U K RESEARCH CENTER,SANDLICK RD PRINCETON KY 42445
KY,county,,PRECINCT 120 31 DISTRICT,JEFFERSONTOWN HIGH SCH,9600 OLD SIX MILE LN LOUISVILLE KY 40221
KY,county,,19-5-7,JAYCEE PAVILLION-LAMPKIN PARK,940 MORGANTOWN RD BOWLING GREEN KY 42101
KY,county,,WEST LIBERTY #2,WEST LIBERTY ELEM-BONEAL BLDG,208 UNIVERSITY DRIVE WEST LIBERTY KY 41472
KY,county,,PRECINCT 116 31 DISTRICT,JEFFERSONTOWN HIGH SCH,9600 OLD SIX MILE LN LOUISVILLE KY 40221
KY,county,,MT ZION 47,SCIENCE HILL NAZARENE CH GYM,600 STANFORD ST SCIENCE HILL KY 42553
KY,county,,PRECINCT 115 36 DISTRICT,JEFFERSONTOWN HIGH SCH,9600 OLD SIX MILE LN LOUISVILLE KY 40221
KY,county,,PRECINCT 150 30 DISTRICT,JEFFERSONTOWN HIGH SCH,9600 OLD SIX MILE LN LOUISVILLE KY 40221
KY,county,,WIREMAN,SOUTH MAGOFFIN FIRE DEPARTMENT,JCT. OF ST. RT 404 AND RT 7 SALYERSVILLE KY 41465
KY,county,,JUNCTION CITY,JUNCTION CITY BAPTIST CHURCH,US 127 SOUTH DANVILLE KY 40422
KY,county,,20-4-7,WARREN CO BOARD OF EDUCATION,303 LOVERS LN BOWLING GREEN KY 42101
KY,county,,PRECINCT 148 30 DISTRICT,JEFFERSONTOWN HIGH SCH,9600 OLD SIX MILE LN LOUISVILLE KY 40221
KY,county,,HARMONY,U K RESEARCH CENTER,SANDLICK RD PRINCETON KY 42445
KY,county,,PRECINCT 165 48 DISTRICT,SAINT THOMAS EPISCOPAL CH,9616 WESTPORT RD LOUISVILLE KY 40241
KY,county,,PRECINCT 152 48 DISTRICT,SAINT THOMAS EPISCOPAL CH,9616 WESTPORT RD LOUISVILLE KY 40241
KY,county,,SCIENCE HILL CO 23,SCIENCE HILL IND SCHOOL,6007 N HWY 27 SCIENCE HILL KY 42553
KY,county,,PRECINCT 164 48 DISTRICT,SAINT THOMAS EPISCOPAL CH,9616 WESTPORT RD LOUISVILLE KY 40241
KY,county,,BROOKSVILLE,BRACKEN COUNTY HIGH SCHOOL,350 WEST MIAMI ST BROOKSVILLE KY 41004
KY,county,,STATE ROAD,NORTH MAGOFFIN ELEMENTARY SCHOOL,JUNCTION 460 AND 2019 SALYERSVILLE KY 41465
KY,county,,MILFORD,BRACKEN COUNTY HIGH SCHOOL/GYM,350 WEST MIAMI STREET BROOKSVILLE KY 41004
KY,county,,LOONEY,T & R MARKET,12095 REGINA-BELCHER HWY ELKHORN CITY KY 41522
KY,county,,PRECINCT 156 48 DISTRICT,WESTPORT ROAD BAPT CH,9705 WESTPORT RD LOUISVILLE KY 40241
KY,county,,FREDONIA,LIONS CLUB BUILDING,SHELBY ST FREDONIA KY 42411
KY,county,,PRECINCT 132 48 DISTRICT,WESTPORT ROAD BAPT CH,9705 WESTPORT RD LOUISVILLE KY 40241
KY,county,,PRECINCT 135 48 DISTRICT,WESTPORT ROAD BAPT CH,9705 WESTPORT RD LOUISVILLE KY 40241
KY,county,,BUNCOMBE 24,SCIENCE HILL IND SCHOOL,6007 N HWY 27 SCIENCE HILL KY 42553
KY,county,,PRECINCT 184 33 DISTRICT,WESTPORT ROAD BAPT CH,9705 WESTPORT RD LOUISVILLE KY 40241
KY,county,,TURNERS CREEK,HIGHLAND TURNER ELEMENTARY,10355 HWY 30 W JACKSON KY 41339
KY,county,,BLOOMINGTON,NORTH MAGOFFIN ELEMENTARY SCHOOL,JUNCTION 460 AND 2019 SALYERSVILLE KY 41465
KY,county,,LOST CREEK,MARIE ROBERTS-CANEY ELEMENTARY,115 RED SKIN RUN LOST CREEK KY 41348
KY,county,,PRECINCT 145 37 DISTRICT,BLUE LICK ELEM SCH GYM,9801 BLUE LICK RD LOUISVILLE KY 40229
KY,county,,HAZEL,HAZEL BAPTIST CH. ACTIVITES BLDG,101 3RD ST HAZEL KY 42049
KY,county,,CENTRAL CITY,NATIONAL GUARD ARMORY,501 W EVERLY BROTHERS BLVD CENTRAL CITY KY 42330
KY,county,,PRECINCT 141 37 DISTRICT,BLUE LICK ELEM SCH GYM,9801 BLUE LICK RD LOUISVILLE KY 40229
KY,county,,CITY #1,LBJ ELEMENTAARY SCHOOL,125 LBJ RD JACKSON KY 41339
KY,county,,CATRON 31,PUNKIN CENTER FIRE STATION,6413 HWY 461 SOMERSET KY 42503
KY,county,,PRECINCT 141 48 DISTRICT,NORTHEAST CHRISTIAN CH,9900 BROWNSBORO RD LOUISVILLE KY 40241
KY,county,,PRECINCT 125 40 DISTRICT,VFW HALL #6182,992 LONGFIELD AVE LOUISVILLE KY 40215
KY,county,,JOHNSON FORK,NORTH MAGOFFIN ELEMENTARY SCHOOL,JUNCTION 460 AND 2019 SALYERSVILLE KY 41465
KY,county,,WOLFCOAL,WOLFCOAL FIRE STATION,16 HWY 1933 WOLFCOAL KY 41339
KY,county,,LEMONS MILL,LEMONS MILL ELEMENTARY SCHOOL,300 SCHOOL HOUSE RD GEORGETOWN KY 40324
KY,county,,PRECINCT 116 40 DISTRICT,VFW HALL #6182,992 LONGFIELD AVE LOUISVILLE KY 40215
KY,county,,MURRAY #1,COURTHOUSE,101 S 5TH ST MURRAY KY 42071
KY,county,,N.E. WILMORE #1,THOMSON HOOD VETERAN CENTER,100 VETERANS DR WILMORE KY 40390
KY,county,,ROSINE,ROSINE FIRE STATION,5 SECOND ST ROSINE KY 42370
KY,county,,STATE GARAGE,STATE GARAGE,460 HWY 30E JACKSON KY 41339
KY,county,,CANEY FORK 13,NORTHERN MIDDLE SCHOOL,651 OAK LEAF LN SOMERSET KY 42503
KY,county,,BLANTON BRIDGE,VANCLEVE FIRE DEPARTMENT,5439 HWY 15 N VANCLEVE KY 41385
KY,county,,VANCLEVE,VANCLEVE FIRE STATION,5439 HWY 15 N VANCLEVE KY 41385
KY,county,,CARTY BRANCH,MIDDLE FORK VOLUNTEER FIRE. DEPT,JUNCTION OF BEAR BR AND RT. 30 SALYERSVILLE KY 41465
KY,county,,QUICKSAND,QUICKSAND COMMUNITY CENTER,56 BACK ST QUICKSAND KY 41339
KY,county,,EAST MT VERNON,MOUNT VERNON ELEMENTARY SCHOOL,530 WILLIAMS ST MOUNT VERNON KY 40456
KY,county,,THE ORCHARD,SAM CORMAN COMMUNITY BLDG,102 HIGH ST NICHOLASVILLE KY 40356
KY,county,,MURRAY #4,GLENDALE ROAD CHURCH OF CHRIST,1101 GLENDALE ROAD MURRAY KY 42071
KY,county,,EAST NICHOLASVILLE #2,OLD GTE BLDG,102 YORK ST NICHOLASVILLE KY 40356
KY,county,,SALEM,MORGAN CENTRAL ELEMENTARY SCHOOL,3201 HWY 460 W WEST LIBERTY KY 41408
KY,county,,S.E. NICHOLASVILLE #1,NICHOLASVILLE FIRE STATION,1022 S MAIN ST NICHOLASVILLE KY 40356
KY,county,,FERGUSON 8,FERGUSON FIRE STATION,808 NEWTON ST FERGUSON KY 42533
KY,county,,S.W. NICHOLASVILLE #5,LIGHTHOUSE BAPTIST CHURCH,105 SHUN PIKE NICHOLASVILLE KY 40356
KY,county,,N.W. U.S. 68,MT PLEASANT BAPTIST CHURCH,1108 KEENE SOUTH ELKHORN RD NICHOLASVILLE KY 40356
KY,county,,ATKINSON,SOUTH MAGOFFIN ELEMENTARY,JUNCTION OF RT 7 AND 1471 SAYLERSVILLE KY 41465
KY,county,,CLEAR CREEK,MT PLEASANT BAPTIST CHURCH,1108 KEENE SOUTH ELKHORN RD NICHOLASVILLE KY 40356
KY,county,,EAST WILMORE,WESLEY VILLAGE COMMUNITY CENTER,1125 LEXINGTON RD WILMORE KY 40390
KY,county,,LYNN GROVE,LYNN GROVE METHODIST CHURCH,111 BROWNS GROVE RD MURRAY KY 42071
KY,county,,NORTHWEST WILMORE #1,WESLEY VILLAGE COMMUNITY CENTER,1125 NORTH LEXINGTON AVE WILMORE KY 40390
KY,county,,WEST NICHOLASVILLE #3,JESSAMINE CHRISTIAN CHURCH,130 COURCHELLE DR NICHOLASVILLE KY 40356
KY,county,,DALLAS 45,SHOPVILLE ELEM SCHOOL GYM,819 MARK SHOPVILLE RD SOMERSET KY 42503
KY,county,,STANTON #2,COURTHOUSE COURTROOM,525 WASHINGTON ST STANTON KY 40380
KY,county,,SOUTHBROOK,JESSAMINE COUNTY FIRE STATION,1310 S MAIN ST NICHOLASVILLE KY 40356
KY,county,,PADDOCK,BROOKSIDE BAPTIST CHURCH,1351 WILMORE RD NICHOLASVILLE KY 40356
KY,county,,LAKEVILLE,DISTRICT 3 FIRE DEPARTMENT,RT 7 ROYALTON KY 41464
KY,county,,SOUTH WILMORE,WILMORE ELEMENTARY SCHOOL,150 CAMPGROUND LN WILMORE KY 40390
KY,county,,ELWOOD,VIRGIE MIDDLE SCHOOL,1285 HWY 610 W VIRGIE KY 41572
KY,county,,S.W. NICHOLASVILLE #3,EMERGENCY MEDICAL SERVICES,1531 S MAIN ST NICHOLASVILLE KY 40356
KY,county,,MURRAY #7,MURRAY ELEMENTARY SCHOOL,111 SOUTH BROACH ST MURRAY KY 42071
KY,county,,WESTVIEW,MT. ZION FAMILY LIFE CENTER,2823 S HWY 259 HARNED KY 40144
KY,county,,MCQUADY,MC QUADY COMMUNITY BLDG,43 OLD RAILROAD RD McQUADY KY 40153
KY,county,,MARK 30,SHOPVILLE ELEM SCHOOL GYM,819 MARK SHOPVILLE RD SOMERSET KY 42503
KY,county,,BEWLEYVILLE,BEWLEYVILLE METHODIST CHURCH,4495 S HWY 333 IRVINGTON KY 40146
KY,county,,HUDSON,HUDSON MASONIC LODGE,5022 HWY 401 HUDSON KY 40145
KY,county,,MEADOWS,DISTRICT 3 FIRE DEPARTMENT,RT 7 ROYALTON KY 41464
KY,county,,ADAMS STATION,SIMPSONVILLE ELEMENTARY SCHOOL,6725 SHELBYVILLE RD SIMPSONVILLE KY 40067
KY,county,,MARBLE CREEK #2,FIRE STATION,2861 UNION MILL RD NICHOLASVILLE KY 40356
KY,county,,KEENE PLACE #1,CHURCH JESUS CHRIST LATTER DAY,405 BELL LAWN NICHOLASVILLE KY 40356
KY,county,,CLAYTON CREEK,EAST ELEMENTARY SCHOOL,1169 POTTERTOWN RD MURRAY KY 42071
KY,county,,NORTH PEWEE VALLEY,PEWEE VALLEY FIRE DEPARTMENT,8607 FOLEY AVE PEWEE VALLEY KY 40056
KY,county,,KEENE PLACE #2,CHURCH JESUS CHRIST LATTER DAY,405 BELL LAWN NICHOLASVILLE KY 40356
KY,county,,UNION STAR,STEPHENSPORT FIRE DEPT,HWY 144 STEPHENSPORT KY 40170
KY,county,,NANCY 15,MILL SPRINGS VISITOR CENTER,9020 W HWY 80 NANCY KY 42544
KY,county,,NAOMI WEST 44,NAOMI VOLUNTEER FIRE DEPT,3355 HWY 1664 NANCY KY 42544
KY,county,,SOUTHLAND CHRISTIAN CH,SOUTHLAND CHRISTIAN CHURCH,5001 HARRODSBURG RD NICHOLASVILLE KY 40356
KY,county,,CUPIO #13,NICHOLS ELEMENTARY SCHOOL,10665 HWY 44 W WEST POINT KY 40177
KY,county,,JESSE TOWN,COON HUNTERS LODGE,100 JESSETOWN RD FINLEY KY 42736
KY,county,,LEBANON JUNCTION #14,LEBANON JCT ELEMENTARY SCHOOL,10920 S PRESTON HWY LEBANON JCT KY 40150
KY,county,,WEST STAMPING GROUND,STAMPING GRD ELEMENTARY SCHOOL,3233 MAIN ST STAMPING GROUND KY 40379
KY,county,,WEST NICHOLASVILLE #2,CITY HALL IN BACK,517 N MAIN ST NICHOLASVILLE KY 40356
KY,county,,ROAD FORK,BILL HELTON'S GROCERY,8740 KY 223 FLAT LICK KY 40935
KY,county,,SOUTH WARD SCHOOL,CORBIN INTERMEDIATE,404 W 17TH ST CORBIN KY 40701
KY,county,,GOTT,GOTT COMMUNITY CENTER,5656 PORTER PIKE BOWLING GREEN KY 42103
KY,county,,S.W. NICHOLASVILLE #2,EDGEWOOD BAPTIST CHURCH,717 S MAIN ST NICHOLASVILLE KY 40356
KY,county,,BUFORD,MT CARMEL BAPTIST CHURCH,607 BUFORD RD UTICA KY 42376
KY,county,,MT. WASHINGTON #9,BULLITT EAST HIGH SCHOOL,11450 HWY 44 E MT. WASHINGTON KY 40047
KY,county,,SOM 1 COURTHOUSE,PULASKI CO FISCAL COURT ROOM,ROOM 204-COURTHOUSE SOMERSET KY 42501
KY,county,,HAZEL GREEN #2,RED RIVER ELEMENTARY SCHOOL,78 RED RIVER ELEMENTARY RD HAZEL GREEN KY 41332
KY,county,,MT. WASHINGTON #10,OLD MILL ELEMENTARY SCHOOL,11540 HWY 44 E MT. WASHINGTON KY 40047
KY,county,,RAYWICK,RAYWICK CITY HALL,200 MAIN ST RAYWICK KY 40060
KY,county,,BETHEL,BETHEL CHRISTIAN CHURCH,CORNER BETHEL & PHILLIPS RD NICHOLASVILLE KY 40356
KY,county,,ORLANDO,MOUNT VERNON ELEMENTARY SCHOOL,530 WILLIAMS ST MOUNT VERNON KY 40456
KY,county,,LITTLE HICKMAN,VOTING HOUSE ON US 1268,CORNER TEATER LN/LITTLE HICKMA NICHOLASVILLE KY 40356
KY,county,,NEW CONCORD,NEW CONCORD CHURCH OF CHRIST,121 ARTESIAN DR NEW CONCORD KY 42076
KY,county,,UPPER WARD,WESTVIEW MANOR,10 W MAIN ST PAINTSVILLE KY 41240
KY,county,,CHAPEL,MORGAN CENTRAL ELEMENTARY SCHOOL,3201 HWY 460 W WEST LIBERTY KY 41427
KY,county,,KING ADDITION,JOHNSON CO SENIOR CITIZEN CENTER,1127 EUCLID AVE PAINTSVILLE KY 41240
KY,county,,MOUNT OLIVET,NEW COMMUNITY CENTER/FIREHALL,120 PINHOOK RD MT. OLIVET KY 41064
KY,county,,RED BUSH,RED BUSH VOLUNTERR FIRE DEPT,11656 RT 172 RED BUSH KY 41219
KY,county,,BARNETTS CREEK,ROCKHOUSE VOLUNTEER FIRE DEPT,119 HORNE BR STAFFORDSVILLE KY 41256
KY,county,,FIRE DEPT.,LIBRARY,201 E MAIN ST LEBANON KY 40033
KY,county,,LITTLE GAP,FLATGAP ELEMENTARY SCHOOL,1450 KY RT 689 E FLATGAP KY 41219
KY,county,,MUDDY BRANCH,THEALKA VOLUNTEER FIRE DEPT,1667 KY RT 581 THEALKA KY 41240
KY,county,,MURRAY #5,CFSB CENTER - RSEC,1401 STATE ROUTE 121 NORTH MURRAY KY 42071
KY,county,,BUFFALO,CENTRAL ELEMENTARY SCHOOL,1715 EUCLID AVE PAINTSVILLE KY 41240
KY,county,,19-5-3,JAYCEE PAVILLION-LAMPKIN PARK,940 MORGANTOWN RD BOWLING GREEN KY 42101
KY,county,,VOLGA,KENTUCKY STATE HIGHWAY GARAGE,1934 KY RT 172 STAFFORDSVILLE KY 41256
KY,county,,PINHOOK,NEW COMMUNITY CENTER/FIREHALL,120 PINHOOK RD MT. OLIVET KY 41064
KY,county,,JEFF,WHITAKER ATHELETIC CENTER,56 LOGAN DRIVE JEFF KY 41751
KY,county,,MIDDLE WARD,PAINTSVILLE HIGH SCHOOL,225 SECOND ST PAINTSVILLE KY 41240
KY,county,,LOWER WARD,PAINTSVILLE COMMUNITY CENTER,232 PRESTON ST PAINTSVILLE KY 41240
KY,county,,LIBRARY,LIBRARY,201 E MAIN ST LEBANON KY 40033
KY,county,,BRIDGEFORD,PAINTSVILLE COMMUNITY CENTER,232 PRESTON ST PAINTSVILLE KY 41240
KY,county,,FREEBURN,INTER GENERATIONAL CENTER,136 PARK RD FREEBURN KY 41528
KY,county,,STAMBAUGH,W.R. CASTLE VOLUNTEER FIRE DEPT2,2465 KY RT 1559 STAMBAUGH KY 41257
KY,county,,MURRAY #10,SEVENTH DAY ADVENTIST CHURCH,1408 SYCAMORE ST MURRAY KY 42071
KY,county,,FLAT GAP,FLAT GAP VOL FIRE DEPT,30 FIRE DEPT DR FLAT GAP KY 41219
KY,county,,VAN LEAR,VAN LEAR VOLUNTEER FIRE DEPT,326 MILLERS CREEK VAN LEAR KY 41265
KY,county,,KENTONTOWN,NEW COMMUNITY CENTER/FIREHALL,120 PINHOOK RD MT. OLIVET KY 41064
KY,county,,DANIELS CREEK,VAN LEAR VOLUNTEER FIRE DEPT,326 MILLERS CREEK VAN LEAR KY 41265
KY,county,,MOUTH OF RUSH,W.R. CASTLE FIRE DEPARTMENT,3832 N US 23 WITTENSVILLE KY 41274
KY,county,,BRADFORDSVILLE,THE LEARNING CENTER,201 W MAIN ST BRADFORDSVILLE KY 40009
KY,county,,COURTHOUSE,COURTHOUSE - MAIN & BROADWAY,101 E MAIN ST GEORGETOWN KY 40324
KY,county,,SITKA,W.R. CASTLE ELEMENTARY SCHOOL,3936 US 23 N WITTENSVILLE KY 41274
KY,county,,SYCAMORE,W.R. CASTLE ELEMENTARY SCHOOL,3936 US 23 N WITTENSVILLE KY 41274
KY,county,,OTTER,ABRAHAM LINCOLN ELEMENTARY,2101 LINCOLN FARM ROAD HODGENVILLE KY 42748
KY,county,,MILLPORT,BREMEN ELEMENTARY SCHOOL,5000 MAIN STREET BREMEN KY 42325
KY,county,,THELMA,THELMA COMMUNITY CENTER,6411 MAIN ST THELMA KY 41260
KY,county,,STAFFORDSVILLE,HIGHLAND ELEMENTARY SCHOOL,649 US HWY 23 S STAFFORDSVILLE KY 41256
KY,county,,BURIKA,NEW COMMUNITY CENTER/FIREHALL,120 PINHOOK RD MT. OLIVET KY 41064
KY,county,,CHRISTIAN CO AG EXT OFFIC,CHRISTIAN CO EXTENSION OFFICE,2850 PEMBROKE RD HOPKINSVILLE KY 42240
KY,county,,JENNYS CREEK,HIGHLAND ELEMTARY SCHOOL,649 US HWY 23 S STAFFORDSVILLE KY 41256
KY,county,,MINGO,RIVER VOLUNTEER FIRE DEPT,6527 KY RT 581 RIVER KY 41254
KY,county,,COURT HOUSE,COUNTY OFFICE BLDG,223 N SPALDING AVE LEBANON KY 40033
KY,county,,SOUTH SIDE,PAINTSVILLE HOUSING AUTHORITY,700 6TH ST PAINTSVILLE KY 41240
KY,county,,EAST STAMPING GROUND,STAMPING GRD ELEMENTARY SCHOOL,3233 MAIN ST STAMPING GROUND KY 40379
KY,county,,HAGER HILL,PORTER ELEMENTARY SCHOOL,7210 KY RT 321 S HAGER HILL KY 41222
KY,county,,LYONS,ROLLING FORK CHRISTIAN CHURCH,2630 LYONS STATION RD NEW HAVEN KY 40051
KY,county,,VERNE,PATTERSON CRK FIRE DEPARTMENT,4088 E HWY 904 WILLIAMSBURG KY 40769
KY,county,,EAST POINT,PORTER ELEMENTARY SCHOOL,7210 US RT 321 S HAGER HILL KY 41222
KY,county,,CROMWELL,CROMWELL FIRE DEPARTMENT,6346 U S HWY 231 S CROMWELL KY 42333
KY,county,,POWELL ADDITION,PORTER ELEMENTARY SCHOOL,7210 US RT 321 S HAGER HILL KY 41222
KY,county,,MOUNT OLIVET,NEW COMMUNITY CENTER/FIREHALL,120 PINHOOK RD MT. OLIVET KY 41064
KY,county,,OIL SPRINGS,OIL SPRINGS VOLUNTEER FIRE DEPT,81 WILDCAT DR OIL SPRINGS KY 41238
KY,county,,LOW GAP,OIL SPRINGS VOLUNTEER FIRE DEPT,81 WILDCAT DR OIL SPRINGS KY 41238
KY,county,,BASEMENT JR HIGH,CENTRE SQUARE,239 NORTH SPALDING AVE LEBANON KY 40033
KY,county,,WEST VAN LEAR,WEST VANLEAR COMMUNITY CENTER,817 KY RT 302 WEST VAN LEAR KY 41268
KY,county,,WILDIE,ROUNDSTONE ELEM SCHOOL,6701 NORTH WILDERNESS RD MOUNT VERNON KY 40456
KY,county,,GREASY CREEK,WILLIAMSPORT VOLUNTEER FIRE DEPT,9079 KY RT 40 E WILLIAMSPORT KY 41271
KY,county,,PROVIDENCE,LOCUST GROVE BAPTIST CHURCH,1871 LOCUST GROVE RD MURRAY KY 42071
KY,county,,WHITE HOUSE,WILLIAMSPORT VOLUNTEER FIRE DEPT,9079 KY RT 40 E WILLIAMSPORT KY 41271
KY,county,,WRIGLEY,WRIGLEY ELEMENTARY SCHOOL,7490 HWY 7 WRIGLEY KY 41477
KY,county,,CORBIN #7,CORBIN CITY HALL,805 S MAIN ST CORBIN KY 40701
