state,jurisdiction_type,county_name,precinct_name,name,address
KY,county,,BETSY LAYNE,BETSY LAYNE SENIOR CITIZENS BLDG,242 PIKE FLOYD HOLLOW Betsy Layne KY 41605
KY,county,,GREEN WILSON,FARMDALE BAPTIST CHURCH,5610 US HWY 127S Frankfort KY 40601
KY,county,,EDMONSON CO HIGH SCHOOL,EDMONSON COUNTY HIGH SCHOOL,220 HIGH SCHOOL RD Brownsville KY 42210
KY,county,,PIGEON ROOST,HORSE CREEK ELEMENTARY SCHOOL,1324 S HWY 421 Manchester KY 40962
KY,county,,SWALLOWFIELD,OWENTON ROAD FIRE STATION,9091 OWENTON RD Frankfort KY 40601
KY,county,,SOUTH BENSON,EVERGREEN ROAD FIRE STATION,2025 EVERGREEN RD Frankfort KY 40601
KY,county,,SHEPHERDSVILLE #1,BULLITT LICK MIDDLE SCHOOL,555 W BLUE LICK RD Shepherdsville KY 40165
KY,county,,BELLVIEW,BLDG BEHIND NAZARENE CHURCH,124 MYRTLE AVE Frankfort KY 40601
KY,county,,GRANT COUNTY #7,GRANT CO MIDDLE SCHOOL GYM,305 SCHOOL RD Dry Ridge KY 41035
KY,county,,PINEWOOD,KYOVA MALL,10699 US RT 60 Ashland KY 41102
KY,county,,BRIDGEPORT-BOTKINS,FAITH BAPTIST CHURCH,50 BRIDGEPORT BENSON RD Frankfort KY 40601
KY,county,,CITY HALL,FULTON HIGH SCHOOL,700 STEPHEN BEALE DR Fulton KY 42041
KY,county,,SCHENKEL LANE,ELKHORN MIDDLE SCHOOL,1060 E MAIN ST Frankfort KY 40601
KY,county,,NORTH CRUTCHER #29,KIT CARSON ELEMENTARY SCHOOL,TATES CREEK RD Richmond KY 40475
KY,county,,WOMANS CLUB,FULTON HIGH SCHOOL,700 STEPHEN BEALE DR Fulton KY 42041
KY,county,,EAST BROWNSBORO,BROWNSBORO COMMUNITY CENTER,7701 HWY 329 Crestwood KY 40014
KY,county,,CLOVERDALE,COLLINS LANE SCHOOL,1 COUGAR LN Frankfort KY 40601
KY,county,,SHOULDERBLADE,HIGHLAND TURNER ELEMENTARY,10355 HWY 30 W Jackson KY 41339
KY,county,,MOUTH OF MUD,WPRG CHANNEL 5 BUILDING,98 CHURCH RD STE 102 Harold KY 41635
KY,county,,MARROWBONE,MARROWBONE FIRE STATION,1721 MARROWBONE CREEK RD Regina KY 41559
KY,county,,BRANHAMS CREEK,BILLY HALL'S BLDG,4265 KY RT 3379 Galveston KY 41629
KY,county,,FARMDALE,FIRST CHURCH OF GOD,1029 BURLINGTON LN Frankfort KY 40601
KY,county,,ELKS 38,ELKS LODGE #738,875 PRINCETON RD Madisonville KY 42431
KY,county,,POLICE STATION,FULTON HIGH SCHOOL,700 STEPHEN BEALE DR Fulton KY 42041
KY,county,,SOUTH CRUTCHER #29A,KIT CARSON ELEMENTARY SCHOOL,TATES CREEK RD Richmond KY 40475
KY,county,,N. CENTERTOWN,CENTERTOWN FIRE DEPARTMENT,MAIN ST Centertown KY 42328
KY,county,,HIGH SCHOOL,FULTON HIGH SCHOOL,700 STEPHEN BEALE DR Fulton KY 42041
KY,county,,FORKS OF ELKHORN,LAKEVIEW PARK-CARTER HOUSE,2456 GEORGETOWN RD Frankfort KY 40601
KY,county,,SHEPHERSDSVILLE #1A,BULLITT LICK MIDDLE SCHOOL,555 W BLUE LICK RD Shepherdsville KY 40165
KY,county,,P-C-J,CAYCE FIRE DEPARTMENT,4 STATE ROUTE 239 S Fulton KY 42041
KY,county,,IVEL,IVEL B P STATION,6365 US HWY 23 S Ivel KY 41642
KY,county,,FRANKLIN HEIGHTS,EAST FRANKFORT PARK,COACHES BLDG Frankfort KY 40601
KY,county,,WEST LOUISVILLE,(NEW) WEST LOUISVILLE SCHOOL,8400 HWY 56 Owensboro KY 42301
KY,county,,DRAKESBORO,DRAKESBORO FIRE DEPARTMENT,210 W MOSE RAGER BLVD Drakesboro KY 42337
KY,county,,LOUISVILLE RD,NATIONAL GUARD ARMORY #4,1700 LOUISVILLE RD Frankfort KY 40601
KY,county,,GREEN HILL,AMERICAN LEGION BLDG,164 VERSAILLES RD Frankfort KY 40601
KY,county,,SHEPHERDSVILLE #3,BULLITT LICK MIDDLE SCHOOL,555 W BLUE LICK RD Shepherdsville KY 40165
KY,county,,RUSSELL,COOP EXTENSION BLDG,101 LAKEVIEW CT Frankfort KY 40601
KY,county,,SWITZER,SWITZER RURITAN CLUB,3930 SWITZER RD Frankfort KY 40601
KY,county,,PLEASANT VIEW,PLEASANT VIEW SCHOOL,85 STRINGTOWN RD Williamsburg KY 40769
KY,county,,COUNTRY CLUB,EARLY LEARNING VILLAGE,200 LARALAN AVE-OLD HEARN ELEM Frankfort KY 40601
KY,county,,WEST BUCKNER,OLDHAM COUNTY MIDDLE SCHOOL,4305 BROWN BLVD Buckner KY 40010
KY,county,,GAINS-HOLMES,MEMORIAL BAPTIST CHURCH,130 HOLMES ST Frankfort KY 40601
KY,county,,ROCKY HILL FIRE DEPT.,ROCK HILL VOL FIRE DEPT,1780 ROCKY HILL RD Rocky Hill KY 42163
KY,county,,CAYCE,CAYCE FIRE DEPARTMENT,4 STATE ROUTE 239 S Fulton KY 42041
KY,county,,BELLEPOINT,BELLEPOINT BAPTIST CHURCH,622 KENTUCKY AVE Frankfort KY 40601
KY,county,,PRECINCT 145 42 DISTRICT,AMVETS POST #9,1567 S SHELBY ST Louisville KY 40217
KY,county,,PRATER CREEK,OLD PRATER SCHOOL LUNCHROOM,3958 KY RT 1426 Dana KY 41615
KY,county,,PRECINCT 112 46 DISTRICT,ST RITA CASPER CENTER,8709 PRESTON HWY Louisville KY 40219
KY,county,,GLENWOOD,COMMUNITY DEVELOPMENT CENTER,700 LESLIE AVE Frankfort KY 40601
KY,county,,HICKORY HILLS,"EXUM CENTER, KENTUCKY STATE UNIV",101 UNIVERSITY DR Frankfort KY 40601
KY,county,,ENSOR,ENSOR LODGE(ROY WELLS RD & 144),6995 STATE ROUTE 144 Philpot KY 42366
KY,county,,SHELBYVILLE #1,NORTH CENTRAL HEALTH DISTRICT,1020 HENRY CLAY ST Shelbyville KY 40065
KY,county,,HEAD OF MUD,VICKI BRYANT BLDG,13813 KY RT 979 Beaver KY 41604
KY,county,,MAYSVILLE 3,CENTRAL UNITED METHODIST CHURCH,FELLOWSHIP HALL/912 E 2ND ST Maysville KY 41056
KY,county,,FAIRVIEW,KENTUCKY STATE UNIV ALUMNI HOUSE,101 SILVEY DR Frankfort KY 40601
KY,county,,HUDSON,HUDSON MASONIC LODGE,5022 HWY 401 Hudson KY 40145
KY,county,,PEAKS MILL,NEW PEAKS MILL SCHOOL,100 PEAKS MILL RD Frankfort KY 40601
KY,county,,BOONESBORO,GEORGE ROGERS CLARK HIGH SCHOOL,620 BOONE AVE Winchester KY 40391
KY,county,,PRECINCT 117 44 DISTRICT,ST BASIL CAMPUS,3107 WAYSIDE DR Louisville KY 40216
KY,county,,BROWNING,BROWNING FIRE STATION #1,3866 BROWNING RD Rockfield KY 42274
KY,county,,CAPITOL,GOVERNOR'S GARAGE,OFF BRIARCLIFF Frankfort KY 40601
KY,county,,CHOATEVILLE,WESTRIDGE ELEMENTARY SCHOOL,200 PEBBLE BROOK WAY Frankfort KY 40601
KY,county,,SORGHO,SORGHO FIRE STATION,6724 STATE ROUTE 56 Owensboro KY 42301
KY,county,,EVERGREEN,CAPITAL CITY TOOL,219 HAHN RD Frankfort KY 40601
KY,county,,CUPIO #13,NICHOLS ELEMENTARY SCHOOL,10665 HWY 44 W West Point KY 40177
KY,county,,LITTLE MUD,OLD SPRUCE PINE SCHOOL,5984 KY RT 2030 Printer KY 41655
KY,county,,OWENTON RD,OWENTON ROAD FIRE STATION,9091 OWENTON RD Frankfort KY 40601
KY,county,,PRECINCT 113 44 DISTRICT,FARNSLEY MIDDLE SCHOOL,3400 LEES LN Louisville KY 40216
KY,county,,COLLINS LANE,NATIONAL GUARD ARMORY #4,1700 LOUISVILLE RD Frankfort KY 40601
KY,county,,BRIDGE-GLENNS,KINGS DAUGHTERS APTS,HANNA PLACE Frankfort KY 40601
KY,county,,MASONVILLE,MASONVILLE BAPTIST CHURCH,6601 US HWY 231 Utica KY 42376
KY,county,,THORN HILL,COMMUNITY DEVELOPMENT CENTER,700 LESLIE AVE Frankfort KY 40601
KY,county,,THISTLETON,PLANT BOARD CLUBHOUSE,98 TANGLEWOOD DR Frankfort KY 40601
KY,county,,BIG ROCK,DELMAR THOMAS' SHOP,5729 HWY 30 W Jackson KY 41339
KY,county,,OLIVE,JONATHAN ELEMENTARY SCHOOL,9207 US HWY 68 E Benton KY 42025
KY,county,,WESTGATE,BONDURANT MIDDLE SCHOOL,1 BONDURANT DR Frankfort KY 40601
KY,county,,NORTH WESTGATE,BONDURANT MIDDLE SCHOOL,1 BONDURANT DR Frankfort KY 40601
KY,county,,OWENSBORO #25,FIRST PRESBYTERIAN CHURCH,1328 GRIFFITH AVE Owensboro KY 42301
KY,county,,SUNSET,EARLY LEARNING VILLAGE,200 LARALAN AVE-OLD HEARN ELEM Frankfort KY 40601
KY,county,,SOUTHGATE D,WOODLAND HILLS CLUBHOUSE,1 WOODLAND HILLS DR Southgate KY 41071
KY,county,,KYROCK FIRE DEPT.,KYROCK VOL FIRE DEPT,5000 HWY 259 N Sweeden KY 42285
KY,county,,W CENTRAL CITY,CENTRAL CITY - CITY BLDG,214 N 1ST ST Central City KY 42330
KY,county,,ARNOLD,FRANKLIN COUNTY HIGH SCHOOL,1100 E MAIN ST  (FRONT FOYER) Frankfort KY 40601
KY,county,,BALD KNOB,BALD KNOB FIRE STATION,955 FLAT CREEK RD Frankfort KY 40601
KY,county,,RAFFERTY-MYERS,OLD ARMORY,368 E MAIN Carlisle KY 40311
KY,county,,SCRUGGS,ELKHORN ELEMENTARY SCHOOL,928 E MAIN ST Frankfort KY 40601
KY,county,,BLACKHORSE,RABBIT RUN RECREATION CENTER,1920 FT HARRODS DR. Lexington KY 40503
KY,county,,COURTHOUSE,FRANKLIN CO FISCAL BLDG,321 W MAIN ST Frankfort KY 40601
KY,county,,NEVISDALE,NEVISDALE SCHOOL,5870 HWY 904 E Williamsburg KY 40769
KY,county,,TIERRA LINDA,STATE POLICE HEADQUARTERS,919 VERSAILLES RD Frankfort KY 40601
KY,county,,COURTHOUSE,COURTHOUSE,210 MAIN ST Williamsburg KY 40769
KY,county,,ST JOHN,BALD KNOB FIRE STATION,955 FLAT CREEK RD Frankfort KY 40601
KY,county,,LINCOLN FIRE DEPT.,LINCOLN VOL FIRE DEPT,2680 NOLIN DAM RD Mammoth Cave KY 42259
KY,county,,VOGLER-COLEMAN,VFW POST 4075,104 E SECOND ST Frankfort KY 40601
KY,county,,STATION SPRINGS,HEARN ELEMENTARY,300 COPPERLEAF BLVD Frankfort KY 40601
KY,county,,MOOREFIELD-EAST UNION,OLD ARMORY,368 E MAIN Carlisle KY 40311
KY,county,,SILVER LAKE,COOP EXTENSION BLDG,101 LAKEVIEW CT Frankfort KY 40601
KY,county,,AUSTIN,AUSTIN TRACY VOL. FIRE DEPT,2542 AUSTIN TRACY RD Austin KY 42123
KY,county,,PRECINCT 109 44 DISTRICT,CRUMS LN ELEMENTARY SCHOOL,3212 S CRUMS LN Louisville KY 40216
KY,county,,MT OLIVET,NEW COMMUNITY CENTER/FIREHALL,120 PINHOOK RD Mt Olivet KY 41064
KY,county,,RIDGEVIEW,NEW PEAKS MILL SCHOOL,100 PEAKS MILL RD Frankfort KY 40601
KY,county,,CRESTWOOD,FRANKLIN CO BRD OF ED BLDG,916 E MAIN ST Frankfort KY 40601
KY,county,,KYROCK ELEMENTARY SCHOOL,KYROCK ELEMENTARY SCHOOL,5720 HWY 259 N Sweeden KY 42285
KY,county,,JETT,CAPITAL CITY CHRISTIAN CHURCH,15 LOCUST LN Frankfort KY 40601
