state,jurisdiction_type,county_name,municipality,precinct_id,name,address
WV,county,BERKELEY,MARTINSBURG,14,BERKELEY SENIOR CENTER,"217 N HIGH STREET, MARTINSBURG, WV 25404"
WV,county,BERKELEY,MARTINSBURG,15,OPEQUON ELEMENTARY SCHOOL,"395 EAST ROAD, MARTINSBURG, WV 25404"
WV,county,BERKELEY,MARTINSBURG,16,NORTH MIDDLE SCHOOL,"250 EAST ROAD, MARTINSBURG, WV 25404"
WV,county,BERKELEY,MARTINSBURG,17,OTTERBEIN UNITED METHODIST,"549 NORTH QUEEN STREET, MARTINSBURG, WV 25404"
WV,county,BERKELEY,MARTINSBURG,18,EAGLE SCHOOL INTERMEDIATE,"730 EAGLE SCHOOL ROAD, MARTINSBURG, WV 25404"
WV,county,BERKELEY,FALLING WATERS,19,POTOMACK INTERMEDIATE SCHOOL,"5308 WILLIAMSPORT PIKE, FALLING WATERS, WV 25419"
WV,county,BERKELEY,FALLING WATERS,20,MARLOWE ELEMENTARY SCHOOL,"9580 WILLIAMSPORT PIKE, FALLING WATERS, WV 25419"
WV,county,BERKELEY,MARTINSBURG,21,BEDINGTON ELEMENTARY SCHOOL,"149 BEDINGTON ROAD, MARTINSBURG, WV 25404"
WV,county,BERKELEY,MARTINSBURG,22,ORCHARD VIEW INTERMEDIATE,"1455 DELMAR ORCHARD ROAD, MARTINSBURG, WV 25403"
WV,county,BERKELEY,FALLING WATERS,23,POTOMACK INTERMEDIATE SCHOOL,"5308 WILLIAMSPORT PIKE, FALLING WATERS, WV 25419"
WV,county,BERKELEY,MARTINSBURG,24,BERKELEY HEIGHTS ELEMENTARY SCHOOL,"726 HACK WILSON WAY, MARTINSBURG, WV 25401"
WV,county,BERKELEY,MARTINSBURG,25,TUSCARORA ELEMENTARY  SCHOOL,"2000 TAVERN ROAD, MARTINSBURG, WV 25401"
WV,county,BERKELEY,MARTINSBURG,26,DEPT OF HEALTH & HUMAN SERVICE,"433 MIDATLANTIC CENTER, MARTINSBURG, WV 25404"
WV,county,BERKELEY,MARTINSBRUG,27,FAITH BAPTIST CHURCH,"1637 FILES CROSS ROAD, MARTINSBRUG, WV 25404"
WV,county,BERKELEY,MARTINSBURG,28,OPEQUON ELEMENTARY SCHOOL,"395 EAST ROAD, MARTINSBURG, WV 25404"
WV,county,BERKELEY,MARTINSBURG,29,HOWARD/BURKHART TERMINAL,"170 AVIATION WAY, MARTINSBURG, WV 25405"
WV,county,BERKELEY,FALLING WATERS,30,MARLOWE ELEMENTARY SCHOOL,"9580 WILLIAMSPORT PIKE, FALLING WATERS, WV 25419"
WV,county,BERKELEY,MARTINSBURG,32,BERKELEY HEIGHTS ELEMENTARY SCHOOL,"726 HACK WILSON WAY, MARTINSBURG, WV 25401"
WV,county,BERKELEY,MARTINSBURG,34,VALLEY VIEW ELEMENTARY SCHOOL,"140 NADENBOUSCH LANE, MARTINSBURG, WV 25405"
WV,county,BERKELEY,MARTINSBURG,35,VALLEY VIEW ELEMENTARY SCHOOL,"140 NADENBOUSCH LANE, MARTINSBURG, WV 25405"
WV,county,BERKELEY,BUNKER HILL,36,BUNKER HILL ELEMENTARY SCHOOL,"58 HAPPY SCHOOL AVENUE, BUNKER HILL, WV 25413"
WV,county,BERKELEY,MARTINSBURG,38,TUSCARORA ELEMENTARY  SCHOOL,"2000 TAVERN ROAD, MARTINSBURG, WV 25401"
WV,county,BERKELEY,MARTINSBURG,39,JAMES RUMSEY VO TECH,"3274 HEDGESVILLE ROAD, MARTINSBURG, WV 25403"
WV,county,BERKELEY,MARTINSBURG,40,JAMES RUMSEY VO TECH,"3274 HEDGESVILLE ROAD, MARTINSBURG, WV 25403"
WV,county,BERKELEY,HEDGESVILLE,41,TOMAHAWK RURITAN CLUB,"12680 BACK CREEK VALLEY ROAD, HEDGESVILLE, WV 25427"
WV,county,BERKELEY,HEDGESVILLE,42,TOMAHAWK INTERMEDIATE SCHOOL,"6665 HEDGESVILLE ROAD, HEDGESVILLE, WV 25427"
WV,county,BERKELEY,GERRARDSTOWN,43,GERRARDSTOWN ELEMENTARY SCHOOL,"15 DOMINION ROAD, GERRARDSTOWN, WV 25420"
WV,county,BERKELEY,HEDGESVILLE,44,MASONIC HALL,"303 NORTH MARY STREET, HEDGESVILLE, WV 25427"
WV,county,BERKELEY,HEDGESVILLE,45,BACK CREEK VALLEY ELEMENTARY SCHOOL,"1962 BACK CREEK VALLEY ROAD, HEDGESVILLE, WV 25427"
WV,county,BERKELEY,MARTINSBURG,46,SPRING MILLS PRIMARY SCHOOL,"401 CAMPUS DRIVE, MARTINSBURG, WV 25404"
WV,county,BERKELEY,HEDGESVILLE,47,BACK CREEK VALLEY ELEMENTARY SCHOOL,"1962 BACK CREEK VALLEY ROAD, HEDGESVILLE, WV 25427"
WV,county,BERKELEY,HEDGESVILLE,48,THE WOODS RESORT,"1732 THE WOODS ROAD, HEDGESVILLE, WV 25427"
WV,county,BERKELEY,MARTINSBURG,49,SPRING MILLS PRIMARY SCHOOL,"401 CAMPUS DRIVE, MARTINSBURG, WV 25404"
WV,county,BERKELEY,MARTINSBURG,50,BEDINGTON ELEMENTARY SCHOOL,"149 BEDINGTON ROAD, MARTINSBURG, WV 25404"
WV,county,BERKELEY,BUNKER HILL,51,RIDGEWAY COMMUNITY CENTER,"41 SPECKS RUN ROAD, BUNKER HILL, WV 25413"
WV,county,BERKELEY,HEDGESVILLE,52,HEDGESVILLE ELEMENTARY SCHOOL,"88 SCHOOLHOUSE DRIVE, HEDGESVILLE, WV 25427"
WV,county,BERKELEY,MARTINSBURG,53,EAGLE SCHOOL INTERMEDIATE,"730 EAGLE SCHOOL ROAD, MARTINSBURG, WV 25404"
WV,county,BERKELEY,BUNKER HILL,54,MILL CREEK INTERMEDIATE SCHOOL,"8785 WINCHESTER AVENUE, BUNKER HILL, WV 25413"
WV,county,BERKELEY,MARTINSBURG,55,JAMES RUMSEY VO TECH,"3274 HEDGESVILLE ROAD, MARTINSBURG, WV 25403"
WV,county,BERKELEY,MARTINSBURG,56,BETHEL ASSEMBLY OF GOD CHURCH,"2010 TAVERN ROAD, MARTINSBURG, WV 25401"
WV,county,BERKELEY,MARTINSBURG,105,VALLEY VIEW ELEMENTARY SCHOOL,"140 NADENBOUSCH LANE, MARTINSBURG, WV 25405"
WV,county,BERKELEY,MARTINSBURG,106,BAKER HEIGHTS BAPTIST CHURCH,"580 NEEDY ROAD, MARTINSBURG, WV 25405"
WV,county,BERKELEY,MARTINSBURG,107,BAKER HEIGHTS BAPTIST CHURCH,"580 NEEDY ROAD, MARTINSBURG, WV 25405"
WV,county,BERKELEY,HEDGESVILLE,108,HEDGESVILLE HIGH SCHOOL,"109 RIDGE ROAD NORTH, HEDGESVILLE, WV 25427"
WV,county,BERKELEY,MARTINSBURG,110,BERKELEY HEIGHTS ELEMENTARY SCHOOL,"726 HACK WILSON WAY, MARTINSBURG, WV 25401"
WV,county,BERKELEY,BUNKER HILL,111,MUSSELMAN MIDDLE SCHOOL,"105 PRIDE AVENUE, BUNKER HILL, WV 25413"
WV,county,BERKELEY,MARTINSBURG,112,PIKESIDE SCHOOL,"3635 WINCHESTER AVENUE, MARTINSBURG, WV 25405"
WV,county,BERKELEY,BUNKER HILL,113,MUSSELMAN MIDDLE SCHOOL,"105 PRIDE AVENUE, BUNKER HILL, WV 25413"
WV,county,BERKELEY,INWOOD,114,MUSSELMAN HIGH SCHOOL,"126 EXCELLENCE WAY, INWOOD, WV 25428"
WV,county,BERKELEY,INWOOD,115,ST LEO'S CATHOLIC CHURCH,"2109 SULPHER SPRINGS ROAD, INWOOD, WV 25428"
WV,county,BERKELEY,MARTINSBURG,18A,SPRING MILLS MIDDLE SCHOOL,"255 CAMPUS DRIVE, MARTINSBURG, WV 25404"
WV,county,BERKELEY,MARTINSBURG,22A,TRINITY LUTHERAN CHURCH,"1643 PITZERS CHAPEL ROAD, MARTINSBURG, WV 25403"
WV,county,BERKELEY,GERRARDSTOWN,43A,MOUNTAIN RIDGE INTERMEDIATE,"2691 GERRARDSTOWN ROAD, GERRARDSTOWN, WV 25420"
WV,county,BERKELEY,HEDGESVILLE,46A,JR ORDER UNITED AMER. MECHANICS LODGE,"2030 BACK CREEK VALLEY ROAD, HEDGESVILLE, WV 25427"
WV,county,BERKELEY,BUNKER HILL,51A,BUNKER HILL UNITED METHODIST CHURCH,"9863 WINCHESTER AVENUE, BUNKER HILL, WV 25413"
WV,county,BOONE,DANVILLE,2,GREENVIEW - RAMAGE ELEMENTARY,"15908 SPRUCE RIVER RD, DANVILLE, WV 25053"
WV,county,BOONE,CHAPMANVILLE,3,MANILA - MANILA ELEMENTARY/TRUCK DRIVING ACADEMY,"193 ACADEMY DRIVE, CHAPMANVILLE, WV 25508"
WV,county,BOONE,JEFFREY,4,JEFFREY/OTTAWA - SPRUCE RIVER COMMUNITY CENTER,"18044 SPRUCE RIVER ROAD, JEFFREY, WV 25114"
WV,county,BOONE,MADISON,7,LOW GAP - MADISON ELEMENTARY,"150 JOSEPHINE AVE, MADISON, WV 25130"
WV,county,BOONE,HEWETT,9,HEWETT - SPRUCE RIVER VOL FIRE DEPT,"620 HEWETT CREEK ROAD, HEWETT, WV 25108"
WV,county,BOONE,DANVILLE,11,LICK CREEK/TURTLE CREEK-BOONE CO HEALTH DEPT,"213 KENMORE DRIVE, DANVILLE, WV 25053"
WV,county,BOONE,MADISON,12,MADISON - VETERAN'S MEMORIAL BLDG,"269 WASHINGTON AVE, MADISON, WV 25130"
WV,county,BOONE,MADISON,13,COURTHOUSE - MADISON COURTHOUSE,"200 STATE STREET, MADISON, WV 25130"
WV,county,BOONE,DANVILLE,14,DANVILLE - DANVILLE COMMUNITY CENTER,"731 HOPKINS AVE, DANVILLE, WV 25053"
WV,county,BOONE,FOSTER,15,FOSTER/LORY - BROOKVIEW ELEMENTARY SCHOOL,"1 LEARNING WAY, FOSTER, WV 25081"
WV,county,BOONE,JULIAN,17,JULIAN - LORY BAPTIST CHURCH,"180 LORY CHURCH ROAD, JULIAN, WV 25529"
WV,county,BOONE,MORRISVALE,18,MORRISVALE - MORRISVALE COMMUNITY CENTER,"6492 HORSE CREEK ROAD, MORRISVALE, WV 25053"
WV,county,BOONE,MADISON,19,W. MADISON - MADISON MIDDLE SCHOOL,"404 RIVERSIDE DRIVE, MADISON, WV 25130"
WV,county,BOONE,PEYTONA,22,PEYTONA - PEYTONA CHURCH OF CHRIST,"23967 DANIEL BOONE PARKWAY, PEYTONA, WV 25058"
WV,county,BOONE,ASHFORD,23,NELLIS - ASHFORD ELEMENTARY,"1649 ASHFORD-NELLIS RD, ASHFORD, WV 25009"
WV,county,BOONE,ASHFORD,25,ASHFORD - ASHFORD ELEMENTARY,"1649 ASHFORD NELLIS RD, ASHFORD, WV 25009"
WV,county,BOONE,RACINE,30,RACINE - RACINE COMMUNITY CENTER,"446 JOHN SLACK CIRCLE, RACINE, WV 25165"
WV,county,BOONE,COMFORT,31,SHERMAN - SHERMAN ELEMENTARY,"7487 COAL RIVER ROAD, COMFORT, WV 25049"
WV,county,BOONE,SETH,32,SETH - SHERMAN JR HIGH SCHOOL,"9846 COAL RIVER ROAD, SETH, WV 25181"
WV,county,BOONE,ORGAS,36,ORGAS - ORGAS COMMUNITY CENTER,"22654 COAL RIVER ROAD, ORGAS, WV 25148"
WV,county,BOONE,WHITESVILLE,40,WHITESVILLE/SENG CREEK - WHITESVILLE JR HIGH SCHOOL,"37949 COAL RIVER ROAD, WHITESVILLE, WV 25209"
WV,county,BOONE,SYLVESTER,41,SYLVESTER - SYLVESTER TOWN HALL    SUITE A,"32832 COAL RIVER ROAD, SYLVESTER, WV 25193"
WV,county,BOONE,MADISON,45,UNEEDA - VETERAN'S MEMORIAL BLDG,"269 WASHINTON AVE, MADISON, WV 25130"
WV,county,BOONE,VAN,46,VAN/BANDYTOWN/CAZY - VAN ELEMENTARY,"338 VAN HIGH SCHOOL, VAN, WV 25206"
WV,county,BOONE,WHARTON,52,BARRETT/WHARTON - WHARTON COMMUNITY CENTER,"178 BENETT DRIVE, WHARTON, WV 25208"
WV,county,BOONE,MADISON,53,BROWN SCHOOL - VETERAN'S MEMORIAL BLDG,"269 WASHINGTON AVE, MADISON, WV 25130"
WV,county,BRAXTON,STRANGE CREEK,3,STRANGE CREEK MASONIC LODGE,"208 STRANGE CREEK RD, STRANGE CREEK, WV 26639"
WV,county,BRAXTON,DUCK,6,SERVIA FIRE DEPARTMENT,"2126 SERVIA ELMIRA RD, DUCK, WV 25063"
WV,county,BRAXTON,FRAMETOWN,9,FRAMETOWN SCHOOL,"96 JEANIE ELLIS DR, FRAMETOWN, WV 26623"
WV,county,BRAXTON,SUTTON,13,NEWVILLE D&D AUCTION,"2610 AIRPORT RD, SUTTON, WV 26601"
WV,county,BRAXTON,SUTTON,14,CENTRALIA POPLAR RIDGE CHURCH,"874 STONEY CREEK RD, SUTTON, WV 26601"
WV,county,BRAXTON,SUTTON,15,LITTLE BIRCH SCHOOL,"55 LITTLE BIRCH RD, SUTTON, WV 26601"
WV,county,BRAXTON,FLATWOODS,16,FLATWOODS SCHOOL,"142 FLATWOODS CORNER RD, FLATWOODS, WV 26621"
WV,county,BRAXTON,SUTTON,19,SUTTON OLD FISHER AUTO PARTS,"309 MAIN ST, SUTTON, WV 26601"
WV,county,BRAXTON,GASSAWAY,23,GASSAWAY FIREHOUSE,"105 5TH ST, GASSAWAY, WV 26624"
WV,county,BRAXTON,GASSAWAY,24,MICHAEL MOTORS ,"2764 STATE ST, GASSAWAY, WV 26624"
WV,county,BRAXTON,SUTTON,25,CANFIELD - PAUL DUNN'S HOUSE,"7765 HEROLD RD, SUTTON, WV 26601"
WV,county,BRAXTON,GASSAWAY,27,CHAPEL COMMUNITY BUILDING,"4077 CHAPEL RD, GASSAWAY, WV 26624"
WV,county,BRAXTON,EXCHANGE,28,EXCHANGE OLD BELKNAP'S STORE,"10856 EXCHANGE RD, EXCHANGE, WV 26619"
WV,county,BRAXTON,GASSAWAY,32,BRAXTON COUNTY JAMBOREE BUILDING,"258 PARSONS DR, GASSAWAY, WV 26624"
WV,county,BRAXTON,BURNSVILLE,36,BURNSVILLE COMMUNITY CENTER,"237A KANAWHA AVE, BURNSVILLE, WV 26335"
WV,county,BRAXTON,COPEN,37,COPEN COMMUNITY BUILDING,"24 WALKER FORK RD, COPEN, WV 26615"
WV,county,BRAXTON,HEATERS,38,HEATERS COMMUNITY BUILDING,"4350 GAULEY TPKE, HEATERS, WV 26627"
WV,county,BRAXTON,IRELAND,43,FALLS MILL COMMUNITY BUILDING,"16442 GAULEY TPKE, IRELAND, WV 26376"
WV,county,BROOKE,WELLSBURG,1,"METHODIST CHURCH, WELLSBURG","11TH & CHARLES STREETS, WELLSBURG, WV 26070"
WV,county,BROOKE,WELLSBURG,4,WELLSBURG PRIMARY (MAIN ST),"1448 MAIN STREET, WELLSBURG, WV 26070"
WV,county,BROOKE,WELLSBURG,5,WELLSBURG PRIMARY (CHARLES ST),"1448 MAIN STREET, WELLSBURG, WV 26070"
WV,county,BROOKE,WELLSBURG,6,COMM.OF CHRIST CHURCH-26TH ST.,"84 26TH STREET, WELLSBURG, WV 26070"
WV,county,BROOKE,BEECH BOTTOM,11,BEECH BOTTOM SCHOOL,"0 HIGH STREET, BEECH BOTTOM, WV 26030"
WV,county,BROOKE,BETHANY,14,BETHANY TOWN BUILDING,"CHURCH STREET, BETHANY, WV"
WV,county,BROOKE,WELLSBURG,15,MCKINLEYVILLE FIRE CLUB,"RD 1 BOX 142B, WELLSBURG, WV 26070"
WV,county,BROOKE,WINDSOR HEIGHTS,16,FIREMENS CLUB,"MAIN STREET, WINDSOR HEIGHTS, WV 26075"
WV,county,BROOKE,WELLSBURG,17,FRANKLIN FIRE DEPARTMENT,"WASHINGTON PIKE, WELLSBURG, WV 26070"
WV,county,BROOKE,COLLIERS,24,COLLIERS SCHOOL,"270 PENN AVENUE, COLLIERS, WV 26035"
WV,county,BROOKE,WEIRTON,25,FREEDOM PLACE 2,"3720 MAIN STREET, WEIRTON, WV"
WV,county,BROOKE,WEIRTON,26,FREEDOM PLACE 2,"3720 MAIN STREET, WEIRTON, WV"
WV,county,BROOKE,FOLLANSBEE,28,FOLLANSBEE CITY BUILDING,"MAIN STREET, FOLLANSBEE, WV 26037"
WV,county,BROOKE,FOLLANSBEE,31,JEFFERSON SCHOOL,"1098 JEFFERSON STREET, FOLLANSBEE, WV 26037"
WV,county,BROOKE,FOLLANSBEE,33,FOLL. MID. SCH. FIELD HOUSE,"MARK AVENUE, FOLLANSBEE, WV 26037"
WV,county,BROOKE,WEIRTON,34,MILLSOP SCHOOL,"LEGION & sWEARINGEN RD, WEIRTON, WV 26062"
WV,county,BROOKE,WEIRTON,36,ST THOMAS EPISCOPAL CHURCH,"300 THREE SPRINGS CHURCH, WEIRTON, WV 26062"
WV,county,BROOKE,WELLSBURG,20B,BOARD OF EDUCATION BUILDING,"1201 PLEASANT AVENUE, WELLSBURG, WV"
WV,county,BROOKE,WELLSBURG,21A,BOARD OF EDUCATION BUILDING,"1201 PLEASANT AVENUE, WELLSBURG, WV 26070"
WV,county,BROOKE,WELLSBURG,21B,FRANKLIN SCHOOL,"1305 WASHINGTON PIKE, WELLSBURG, WV 26070"
WV,county,BROOKE,FOLLANSBEE,23A,HOOVERSON HTS SCHOOL,"200 ROCKDALE ROAD, FOLLANSBEE, WV 26037"
WV,county,BROOKE,FOLLANSBEE,23B,HOOVERSON HTS FIRE DEPT,"MAY ROAD, FOLLANSBEE, WV 26037"
WV,county,BROOKE,FOLLANSBEE,23C,CHURCH OF CHRIST (HOOV HTS),"102 CHURCH AVENUE, FOLLANSBEE, WV 26037"
WV,county,BROOKE,FOLLANSBEE,23D,HOOVERSON HTS FIRE DEPT,"MAY ROAD, P.O. BOX  305, FOLLANSBEE, WV 26037"
WV,county,BROOKE,FOLLANSBEE,32A,FOLL. MID. SCH. FIELD HOUSE,"MARK AVENUE, FOLLANSBEE, WV 26037"
WV,county,BROOKE,COLLIERS,35A,OPEN DOOR BAPTIST CHURCH,"87B ELDERSVILLE ROAD, COLLIERS, WV 26035"
WV,county,BROOKE,COLLIERS,35B,OPEN DOOR BAPTIST CHURCH,"87B ELDERSVILLE ROAD, COLLIERS, WV 26035"
WV,county,CABELL,HUNTINGTON,1,# 01  CENTRAL CITY SCHOOL  (MULTIPURPOSE ROOM),"2100 WASHINGTON AVENUE, HUNTINGTON, WV 25704"
WV,county,CABELL,HUNTINGTON,2,# 02  CENTRAL CITY SCHOOL  (MULTIPURPOSE ROOM),"2100 WASHINGTON AVENUE, HUNTINGTON, WV 25704"
WV,county,CABELL,HUNTINGTON,3,# 03  DEPT. OF TRANS. (DMV LOBBY),"801 MADISON AVENUE, HUNTINGTON, WV 25704"
WV,county,CABELL,HUNTINGTON,4,# 04  MUSEUM OF RADIO/TECH,"1640 FLORENCE AVENUE, HUNTINGTON, WV 25704"
WV,county,CABELL,HUNTINGTON,5,# 05  DEPT. OF TRANS. (DMV LOBBY),"801 MADISON AVENUE, HUNTINGTON, WV 25704"
WV,county,CABELL,HUNTINGTON,6,# 06 HUNTINGTON MIDDLE SCHOOL,"925 3RD ST, HUNTINGTON, WV 25701"
WV,county,CABELL,HUNTINGTON,8,# 08 WOODLANDS RET COMM,"1 BRADLEY FOSTER DR, HUNTINGTON, WV 25701"
WV,county,CABELL,HUNTINGTON,9,# 09 HUNTINGTON CITY HALL  (LOBBY),"800 5TH AVENUE, HUNTINGTON, WV 25701"
WV,county,CABELL,HUNTINGTON,10,# 10 HUNTINGTON MIDDLE SCHOOL,"925 3RD ST, HUNTINGTON, WV 25701"
WV,county,CABELL,HUNTINGTON,11,# 11  FIRST PRES CHURCH,"1015 5TH AVENUE, HUNTINGTON, WV 25701"
WV,county,CABELL,HUNTINGTON,12,# 12  A.D. LEWIS COMM CENTER,"1450 A.D. LEWIS AVENUE, HUNTINGTON, WV 25701"
WV,county,CABELL,HUNTINGTON,13,# 13 BARNETT CENTER,"1524 10TH AVE, HUNTINGTON, WV 25701"
WV,county,CABELL,HUNTINGTON,14,# 14  MEADOWS SCHOOL  (GYM),"1601 WASHINGTON BLVD, HUNTINGTON, WV 25705"
WV,county,CABELL,HUNTINGTON,15,# 15 FIRST PRES CHURCH,"1015 5TH AVE, HUNTINGTON, WV 25701"
WV,county,CABELL,HUNTINGTON,16,# 16  SENIOR LIFE ENRICH CENTER,"1750 9TH AVENUE, HUNTINGTON, WV 25703"
WV,county,CABELL,HUNTINGTON,17,# 17  SPRING HILL SCHOOL (LOBBY),"1901 HALL AVENUE, HUNTINGTON, WV 25701"
WV,county,CABELL,HUNTINGTON,18,# 18  MEADOWS SCHOOL  (GYM),"1601 WASHINGTON BLVD, HUNTINGTON, WV 25705"
WV,county,CABELL,HUNTINGTON,19,# 19  HIGHLAWN SCHOOL (GYM),"2549 1ST AVENUE, HUNTINGTON, WV 25701"
WV,county,CABELL,HUNTINGTON,20,# 20 COMMUNITY OF GRACE CHURCH,"225 28TH ST, HUNTINGTON, WV 25701"
WV,county,CABELL,HUNTINGTON,21,# 21 FAIRFIELD EAST COMM BLDG,"2711 8TH AVENUE, HUNTINGTON, WV 25703"
WV,county,CABELL,HUNTINGTON,22,# 22 HUNTINGTON HIGH SCHOOL,"1 HIGHLANDER WAY, HUNTINGTON, WV 25701"
WV,county,CABELL,HUNTINGTON,23,# 23 FAIRFIELD EAST COMM BLDG,"2711 8TH AVENUE, HUNTINGTON, WV 25703"
WV,county,CABELL,HUNTINGTON,24,# 24 LIGHTHOUSE BAPT CHURCH,"2650 NORTH TERRACE, HUNTINGTON, WV 25705"
WV,county,CABELL,HUNTINGTON,25,# 25  BEVERLY HILLS METH CHUR (YOUTH RM),"2600 WASHINGTON BLVD, HUNTINGTON, WV 25705"
WV,county,CABELL,HUNTINGTON,26,# 26 HIGHLAWN SCHOOL (LOBBY),"2549 1ST AVENUE, HUNTINGTON, WV 25701"
WV,county,CABELL,HUNTINGTON,27,# 27 COMMUNITY OF GRACE CHURCH,"225 28TH ST, HUNTINGTON, WV 25701"
WV,county,CABELL,HUNTINGTON,28,# 28  ODD FELLOWS LODGE,"530 ROBY RD, HUNTINGTON, WV 25705"
WV,county,CABELL,HUNTINGTON,29,# 29 HTGN EAST MIDDLE SCH,"1 CAMPBELL DR, HUNTINGTON, WV 25705"
WV,county,CABELL,HUNTINGTON,30,# 30  HTGN EAST MIDDLE SCH,"1 CAMPBELL DR, HUNTINGTON, WV 25705"
WV,county,CABELL,HUNTINGTON,31,# 31 HTGN EAST MIDDLE SCH,"1 CAMPBELL DR, HUNTINGTON, WV 25705"
WV,county,CABELL,HUNTINGTON,32,# 32 GUYANDOTTE SCHOOL (GYM),"607 5TH AVE, HUNTINGTON, WV 25702"
WV,county,CABELL,HUNTINGTON,33,# 33 GUYANDOTTE SCHOOL (GYM),"607 5TH AVE, HUNTINGTON, WV 25702"
WV,county,CABELL,HUNTINGTON,34,# 34 ALTIZER ELEM SCHOOL,"250 3RD ST, HUNTINGTON, WV 25705"
WV,county,CABELL,HUNTINGTON,35,# 35 HUNTINGTON HIGH SCHOOL (GYM CONC),"#1 HIGHLANDER WAY, HUNTINGTON, WV 25701"
WV,county,CABELL,HUNTINGTON,36,# 36 HITE SAUNDERS SCHOOL (GYM),"3708 GREEN VALLEY ROAD, HUNTINGTON, WV 25701"
WV,county,CABELL,HUNTINGTON,37,# 37 HITE SAUNDERS SCHOOL (GYM),"3708 GREEN VALLEY RD, HUNTINGTON, WV 25701"
WV,county,CABELL,,38,# 38 CAREER TECH CTR (VO-TECH),"1035 NORWAY AVE, WV 25705"
WV,county,CABELL,HUNTINGTON,39,# 39 CAREER TECH CTR,"1035 NORWAY AVE, HUNTINGTON, WV 25705"
WV,county,CABELL,HUNTINGTON,40,# 40 CAREER TECH CENTER (VO-TECH),"1035 NORWAY AVE, HUNTINGTON, WV 25705"
WV,county,CABELL,BARBOURSVILLE,42,# 42  BARBOURSVILLE COMM BLDG,"721 CENTRAL AVENUE, BARBOURSVILLE, WV 25504"
WV,county,CABELL,BARBOURSVILLE,43,# 43 BARBOURSVILLE MIDDLE SCHOOL  (CAFETERIA),"1400 CENTRAL AVENUE, BARBOURSVILLE, WV 25504"
WV,county,CABELL,BARBOURSVILLE,44,# 44 BARBOURSVILLE ELEM SCHOOL (GYM),"718 CENTRAL AVENUE, BARBOURSVILLE, WV 25504"
WV,county,CABELL,BARBOURSVILLE,45,# 45 BARBOURSVILLE ELEM SCHOOL (GYM),"718 CENTRAL AVENUE, BARBOURSVILLE, WV 25504"
WV,county,CABELL,BARBOURSVILLE,46,# 46 BARBOURSVILLE MIDDLE SCHOOL (CAFETERIA),"1400 CENTRAL AVENUE, BARBOURSVILLE, WV 25504"
