name,type,number,id
"ROSE STATE COMMUNITY COLLEGE","Community College",1,992085
"CONGRESSIONAL DISTRICT 01","Congressional District",01,99224
"CONGRESSIONAL DISTRICT 02","Congressional District",02,9973
"CONGRESSIONAL DISTRICT 03","Congressional District",03,99161
"CONGRESSIONAL DISTRICT 04","Congressional District",04,99225
"CONGRESSIONAL DISTRICT 05","Congressional District",05,993
"COUNTY AT-LARGE DISTRICT","County",01,99258
"COUNTY AT-LARGE DISTRICT","County",02,99259
"COUNTY AT-LARGE DISTRICT","County",03,99260
"COUNTY AT-LARGE DISTRICT","County",04,99261
"COUNTY AT-LARGE DISTRICT","County",05,99262
"COUNTY AT-LARGE DISTRICT","County",06,99263
"COUNTY AT-LARGE DISTRICT","County",07,99264
"COUNTY AT-LARGE DISTRICT","County",08,99265
"COUNTY AT-LARGE DISTRICT","County",09,99266
"COUNTY AT-LARGE DISTRICT","County",10,99267
"COUNTY AT-LARGE DISTRICT","County",11,99268
"COUNTY AT-LARGE DISTRICT","County",12,99269
"COUNTY AT-LARGE DISTRICT","County",13,99270
"COUNTY AT-LARGE DISTRICT","County",14,99271
"COUNTY AT-LARGE DISTRICT","County",15,99272
"COUNTY AT-LARGE DISTRICT","County",16,99273
"COUNTY AT-LARGE DISTRICT","County",17,99274
"COUNTY AT-LARGE DISTRICT","County",18,99275
"COUNTY AT-LARGE DISTRICT","County",19,99276
"COUNTY AT-LARGE DISTRICT","County",20,99277
"COUNTY AT-LARGE DISTRICT","County",21,99278
"COUNTY AT-LARGE DISTRICT","County",22,99279
"COUNTY AT-LARGE DISTRICT","County",23,99280
"COUNTY AT-LARGE DISTRICT","County",24,99281
"COUNTY AT-LARGE DISTRICT","County",25,99282
"COUNTY AT-LARGE DISTRICT","County",26,99283
"COUNTY AT-LARGE DISTRICT","County",27,99284
"COUNTY AT-LARGE DISTRICT","County",28,99285
"COUNTY AT-LARGE DISTRICT","County",29,99286
"COUNTY AT-LARGE DISTRICT","County",30,99287
"COUNTY AT-LARGE DISTRICT","County",31,99288
"COUNTY AT-LARGE DISTRICT","County",32,99289
"COUNTY AT-LARGE DISTRICT","County",33,99290
"COUNTY AT-LARGE DISTRICT","County",34,99291
"COUNTY AT-LARGE DISTRICT","County",35,99292
"COUNTY AT-LARGE DISTRICT","County",36,99293
