FIPS,Election Date,Site Type,Polling Location Name,Polling Location Address,Precinct Name
21,2012-11-06,polling_location,BETSY LAYNE SENIOR CITIZENS BLDG,242 PIKE FLOYD HOLLOW Betsy Layne KY 41605,BETSY LAYNE
21,2012-11-06,polling_location,FARMDALE BAPTIST CHURCH,5610 US HWY 127S Frankfort KY 40601,GREEN WILSON
21,2012-11-06,polling_location,EDMONSON COUNTY HIGH SCHOOL,220 HIGH SCHOOL RD Brownsville KY 42210,EDMONSON CO HIGH SCHOOL
21,2012-11-06,polling_location,HORSE CREEK ELEMENTARY SCHOOL,1324 S HWY 421 Manchester KY 40962,PIGEON ROOST
21,2012-11-06,polling_location,OWENTON ROAD FIRE STATION,9091 OWENTON RD Frankfort KY 40601,SWALLOWFIELD
21,2012-11-06,polling_location,EVERGREEN ROAD FIRE STATION,2025 EVERGREEN RD Frankfort KY 40601,SOUTH BENSON
21,2012-11-06,polling_location,BULLITT LICK MIDDLE SCHOOL,555 W BLUE LICK RD Shepherdsville KY 40165,SHEPHERDSVILLE #1
21,2012-11-06,polling_location,BLDG BEHIND NAZARENE CHURCH,124 MYRTLE AVE Frankfort KY 40601,BELLVIEW
21,2012-11-06,polling_location,GRANT CO MIDDLE SCHOOL GYM,305 SCHOOL RD Dry Ridge KY 41035,GRANT COUNTY #7
21,2012-11-06,polling_location,KYOVA MALL,10699 US RT 60 Ashland KY 41102,PINEWOOD
21,2012-11-06,polling_location,FAITH BAPTIST CHURCH,50 BRIDGEPORT BENSON RD Frankfort KY 40601,BRIDGEPORT-BOTKINS
21,2012-11-06,polling_location,FULTON HIGH SCHOOL,700 STEPHEN BEALE DR Fulton KY 42041,CITY HALL
21,2012-11-06,polling_location,ELKHORN MIDDLE SCHOOL,1060 E MAIN ST Frankfort KY 40601,SCHENKEL LANE
21,2012-11-06,polling_location,KIT CARSON ELEMENTARY SCHOOL,TATES CREEK RD Richmond KY 40475,NORTH CRUTCHER #29
21,2012-11-06,polling_location,FULTON HIGH SCHOOL,700 STEPHEN BEALE DR Fulton KY 42041,WOMANS CLUB
21,2012-11-06,polling_location,BROWNSBORO COMMUNITY CENTER,7701 HWY 329 Crestwood KY 40014,EAST BROWNSBORO
21,2012-11-06,polling_location,COLLINS LANE SCHOOL,1 COUGAR LN Frankfort KY 40601,CLOVERDALE
21,2012-11-06,polling_location,HIGHLAND TURNER ELEMENTARY,10355 HWY 30 W Jackson KY 41339,SHOULDERBLADE
21,2012-11-06,polling_location,WPRG CHANNEL 5 BUILDING,98 CHURCH RD STE 102 Harold KY 41635,MOUTH OF MUD
21,2012-11-06,polling_location,MARROWBONE FIRE STATION,1721 MARROWBONE CREEK RD Regina KY 41559,MARROWBONE
21,2012-11-06,polling_location,BILLY HALL'S BLDG,4265 KY RT 3379 Galveston KY 41629,BRANHAMS CREEK
21,2012-11-06,polling_location,FIRST CHURCH OF GOD,1029 BURLINGTON LN Frankfort KY 40601,FARMDALE
21,2012-11-06,polling_location,ELKS LODGE #738,875 PRINCETON RD Madisonville KY 42431,ELKS 38
21,2012-11-06,polling_location,FULTON HIGH SCHOOL,700 STEPHEN BEALE DR Fulton KY 42041,POLICE STATION
21,2012-11-06,polling_location,KIT CARSON ELEMENTARY SCHOOL,TATES CREEK RD Richmond KY 40475,SOUTH CRUTCHER #29A
